1,1.492,1.627,0.881
2,2.219,1.627,0.844
3,2.946,1.627,0.818
4,3.673,1.627,0.811
5,4.400,1.627,0.822
6,5.127,1.627,0.846
7,5.854,1.627,0.878
8,6.581,1.627,0.917
9,7.308,1.627,0.959
10,8.762,1.627,1.050
11,10.216,1.627,1.146
12,1.492,1.715,0.904
13,2.219,1.715,0.875
14,2.946,1.715,0.855
15,3.673,1.715,0.851
16,4.400,1.715,0.857
17,5.127,1.715,0.877
18,5.854,1.715,0.904
19,6.581,1.715,0.937
20,7.308,1.715,0.974
21,8.762,1.715,1.056
22,10.216,1.715,1.143
23,1.492,1.802,0.925
24,2.219,1.802,0.899
25,2.946,1.802,0.885
26,3.673,1.802,0.879
27,4.400,1.802,0.885
28,5.127,1.802,0.901
29,5.854,1.802,0.923
30,6.581,1.802,0.954
31,7.308,1.802,0.988
32,8.762,1.802,1.064
33,10.216,1.802,1.143
34,1.461,1.597,0.881
35,2.173,1.597,0.838
36,2.885,1.597,0.812
37,3.597,1.597,0.804
38,4.309,1.597,0.815
39,5.021,1.597,0.838
40,5.733,1.597,0.871
41,6.445,1.597,0.910
42,7.157,1.597,0.952
43,8.582,1.597,1.045
44,10.006,1.597,1.140
45,1.461,1.683,0.904
46,2.173,1.683,0.872
47,2.885,1.683,0.850
48,3.597,1.683,0.844
49,4.309,1.683,0.851
50,5.021,1.683,0.870
51,5.733,1.683,0.897
52,6.445,1.683,0.930
53,7.157,1.683,0.969
54,8.582,1.683,1.052
55,10.006,1.683,1.139
56,1.461,1.768,0.923
57,2.173,1.768,0.899
58,2.885,1.768,0.882
59,3.597,1.768,0.877
60,4.309,1.768,0.883
61,5.021,1.768,0.899
62,5.733,1.768,0.921
63,6.445,1.768,0.949
64,7.157,1.768,0.983
65,8.582,1.768,1.058
66,10.006,1.768,1.139
67,1.396,1.519,0.865
68,2.076,1.519,0.814
69,2.756,1.519,0.778
70,3.436,1.519,0.768
71,4.116,1.519,0.778
72,4.796,1.519,0.800
73,5.476,1.519,0.838
74,6.157,1.519,0.879
75,6.837,1.519,0.923
76,8.197,1.519,1.018
77,9.557,1.519,1.116
78,1.396,1.600,0.889
79,2.076,1.600,0.852
80,2.756,1.600,0.825
81,3.436,1.600,0.814
82,4.116,1.600,0.820
83,4.796,1.600,0.839
84,5.476,1.600,0.867
85,6.157,1.600,0.902
86,6.837,1.600,0.941
87,8.197,1.600,1.026
88,9.557,1.600,1.116
89,1.396,1.682,0.910
90,2.076,1.682,0.882
91,2.756,1.682,0.860
92,3.436,1.682,0.850
93,4.116,1.682,0.855
94,4.796,1.682,0.870
95,5.476,1.682,0.893
96,6.157,1.682,0.924
97,6.837,1.682,0.956
98,8.197,1.682,1.034
99,9.557,1.682,1.115
100,1.450,1.428,0.813
101,2.157,1.428,0.750
102,2.864,1.428,0.714
103,3.570,1.428,0.714
104,4.277,1.428,0.737
105,4.984,1.428,0.775
106,5.691,1.428,0.821
107,6.397,1.428,0.871
108,7.104,1.428,0.923
109,8.517,1.428,1.031
110,9.931,1.428,1.141
111,1.450,1.505,0.851
112,2.157,1.505,0.799
113,2.864,1.505,0.770
114,3.570,1.505,0.763
115,4.277,1.505,0.778
116,4.984,1.505,0.808
117,5.691,1.505,0.845
118,6.397,1.505,0.889
119,7.104,1.505,0.936
120,8.517,1.505,1.035
121,9.931,1.505,1.136
122,1.450,1.581,0.874
123,2.157,1.581,0.834
124,2.864,1.581,0.810
125,3.570,1.581,0.804
126,4.277,1.581,0.813
127,4.984,1.581,0.836
128,5.691,1.581,0.867
129,6.397,1.581,0.903
130,7.104,1.581,0.945
131,8.517,1.581,1.036
132,9.931,1.581,1.128
133,1.380,1.357,0.793
134,2.053,1.357,0.715
135,2.726,1.357,0.676
136,3.399,1.357,0.678
137,4.071,1.357,0.708
138,4.744,1.357,0.751
139,5.417,1.357,0.801
140,6.090,1.357,0.855
141,6.762,1.357,0.910
142,8.108,1.357,1.024
143,9.453,1.357,1.138
144,1.380,1.430,0.830
145,2.053,1.430,0.772
146,2.726,1.430,0.736
147,3.399,1.430,0.730
148,4.071,1.430,0.748
149,4.744,1.430,0.782
150,5.417,1.430,0.824
151,6.090,1.430,0.871
152,6.762,1.430,0.921
153,8.108,1.430,1.025
154,9.453,1.430,1.131
155,1.380,1.503,0.861
156,2.053,1.503,0.813
157,2.726,1.503,0.783
158,3.399,1.503,0.445
159,4.071,1.503,0.786
160,4.744,1.503,0.881
161,5.417,1.503,0.847
162,6.090,1.503,0.889
163,6.762,1.503,0.933
164,8.108,1.503,1.029
165,9.453,1.503,1.127
