2.075964534,11.14649682,1.3521
2.075964534,10.66878981,1.327
2.075964534,10.35031847,1.3095
2.075964534,9.872611465,1.2836
2.075964534,9.394904459,1.2579
2.075964534,8.917197452,1.2327
2.075964534,8.439490446,1.2076
2.075964534,7.961783439,1.183
2.075964534,7.484076433,1.1592
2.075964534,7.006369427,1.136
2.075964534,6.52866242,1.1136
2.075964534,6.050955414,1.0924
2.075964534,5.573248408,1.0724
2.075964534,5.095541401,1.0537
2.075964534,4.777070064,1.0422
2.075964534,4.458598726,1.0317
2.075964534,4.140127389,1.0219
2.075964534,3.821656051,1.013
2.075964534,3.503184713,1.0051
2.075964534,3.184713376,0.9978
2.075964534,2.866242038,0.9925
2.075964534,2.547770701,0.9875
2.075964534,2.229299363,0.9833
2.075964534,1.910828025,0.9794
2.123891685,11.14649682,1.3486
2.123891685,10.66878981,1.3241
2.123891685,10.35031847,1.3072
2.123891685,9.872611465,1.282
2.123891685,9.394904459,1.2569
2.123891685,8.917197452,1.2324
2.123891685,8.439490446,1.2079
2.123891685,7.961783439,1.1844
2.123891685,7.484076433,1.1612
2.123891685,7.006369427,1.1388
2.123891685,6.52866242,1.1172
2.123891685,6.050955414,1.0967
2.123891685,5.573248408,1.0772
2.123891685,5.095541401,1.0589
2.123891685,4.777070064,1.0477
2.123891685,4.458598726,1.0374
2.123891685,4.140127389,1.0278
2.123891685,3.821656051,1.0191
2.123891685,3.503184713,1.011
2.123891685,3.184713376,1.0034
2.123891685,2.866242038,0.9976
2.123891685,2.547770701,0.9921
2.123891685,2.229299363,0.9875
2.123891685,1.910828025,0.9829
2.171818835,11.14649682,1.3445
2.171818835,10.66878981,1.3207
2.171818835,10.35031847,1.3043
2.171818835,9.872611465,1.2799
2.171818835,9.394904459,1.2569
2.171818835,8.917197452,1.2317
2.171818835,8.439490446,1.208
2.171818835,7.961783439,1.1852
2.171818835,7.484076433,1.1629
2.171818835,7.006369427,1.1412
2.171818835,6.52866242,1.1202
2.171818835,6.050955414,1.1003
2.171818835,5.573248408,1.0813
2.171818835,5.095541401,1.0635
2.171818835,4.777070064,1.0524
2.171818835,4.458598726,1.0423
2.171818835,4.140127389,1.0328
2.171818835,3.821656051,1.0241
2.171818835,3.503184713,1.016
2.171818835,3.184713376,1.0083
2.171818835,2.866242038,1.0021
2.171818835,2.547770701,0.9959
2.171818835,2.229299363,0.9905
2.171818835,1.910828025,0.9851
1.690242305,6.970360825,1.1454
1.690242305,6.572164948,1.1161
1.690242305,6.18556701,1.0871
1.690242305,5.798969072,1.0587
1.690242305,5.412371134,1.0317
1.690242305,5.025773196,1.0058
1.690242305,4.639175258,0.9816
1.690242305,4.25257732,0.9595
1.690242305,3.865979381,0.9398
1.690242305,3.608247423,0.9283
1.690242305,3.350515464,0.9188
1.690242305,3.092783505,0.9102
1.690242305,2.835051546,0.9043
1.690242305,2.577319588,0.9006
1.690242305,2.319587629,0.899
1.690242305,2.06185567,0.8992
1.690242305,1.804123711,0.9023
1.690242305,1.546391753,0.9065
1.781925344,6.970360825,1.1496
1.781925344,6.572164948,1.1221
1.781925344,6.18556701,1.0957
1.781925344,5.798969072,1.0699
1.781925344,5.412371134,1.0454
1.781925344,5.025773196,1.0219
1.781925344,4.639175258,1.0003
1.781925344,4.25257732,0.9808
1.781925344,3.865979381,0.9632
1.781925344,3.608247423,0.9531
1.781925344,3.350515464,0.9443
1.781925344,3.092783505,0.9368
1.781925344,2.835051546,0.931
1.781925344,2.577319588,0.927
1.781925344,2.319587629,0.9247
1.781925344,2.06185567,0.9236
1.781925344,1.804123711,0.9253
1.781925344,1.546391753,0.9277
1.864876664,6.970360825,1.152
1.864876664,6.572164948,1.1272
1.864876664,6.18556701,1.1028
1.864876664,5.798969072,1.0791
1.864876664,5.412371134,1.0564
1.864876664,5.025773196,1.035
1.864876664,4.639175258,1.0148
1.864876664,4.25257732,0.9967
1.864876664,3.865979381,0.9802
1.864876664,3.608247423,0.9709
1.864876664,3.350515464,0.9624
1.864876664,3.092783505,0.9553
1.864876664,2.835051546,0.9494
1.864876664,2.577319588,0.9449
1.864876664,2.319587629,0.9419
1.864876664,2.06185567,0.9397
1.864876664,1.804123711,0.9398
1.864876664,1.546391753,0.9405
1.902203516,14.68698366,1.4499
1.902203516,14.13622177,1.421
1.902203516,13.64604369,1.3938
1.902203516,13.034698,1.3605
1.902203516,12.48393611,1.3307
1.902203516,11.93317422,1.3006
1.902203516,11.38241234,1.2713
1.902203516,10.83165045,1.2412
1.902203516,10.28088856,1.2118
1.902203516,9.730126675,1.1828
1.902203516,9.179364788,1.1543
1.902203516,8.628602901,1.1262
1.902203516,8.077841013,1.0989
1.902203516,7.527079126,1.0726
1.902203516,6.976317239,1.0476
1.902203516,6.425555352,1.0241
1.902203516,5.874793464,1.0028
1.902203516,5.507618873,0.9895
1.902203516,5.140444281,0.9775
1.902203516,4.77326969,0.9668
1.902203516,4.406095098,0.9576
1.902203516,4.038920507,0.9498
1.902203516,3.671745915,0.9434
1.902203516,3.304571324,0.9392
1.902203516,2.937396732,0.9368
1.902203516,2.570222141,0.9359
1.902203516,2.203047549,0.9373
2.005199307,14.68698366,1.4333
2.005199307,14.13622177,1.406
2.005199307,13.64604369,1.3806
2.005199307,13.034698,1.3495
2.005199307,12.48393611,1.3214
2.005199307,11.93317422,1.2934
2.005199307,11.38241234,1.2661
