time,PC,TC,P,T,Z
2301,5.323,199.059,13,327,0.8635
2302,5.323,199.059,14,327,0.8595
2303,5.323,199.059,15,327,0.856
2304,5.323,199.059,16,327,0.8543
2305,5.323,199.059,17,327,0.8538
2306,5.323,199.059,18,327,0.8542
2307,5.323,199.059,19,327,0.8557
2308,5.323,199.059,20,327,0.8578
2309,5.323,199.059,21,327,0.8609
2310,5.323,199.059,22.6,327,0.8675
2311,5.323,199.059,7,337.2,0.928
2312,5.323,199.059,8,337.2,0.9192
2313,5.323,199.059,9,337.2,0.9107
2314,5.323,199.059,10,337.2,0.9022
2315,5.323,199.059,11,337.2,0.8954
2316,5.323,199.059,12,337.2,0.889
2317,5.323,199.059,13,337.2,0.8835
2318,5.323,199.059,14,337.2,0.879
2319,5.323,199.059,15,337.2,0.8757
2320,5.323,199.059,16,337.2,0.8734
2321,5.323,199.059,17,337.2,0.8723
2322,5.323,199.059,18,337.2,0.8722
2323,5.323,199.059,19,337.2,0.8735
2324,5.323,199.059,20,337.2,0.8755
2325,5.323,199.059,21,337.2,0.8786
2326,5.323,199.059,22.6,337.2,0.8853
2327,5.704,203.437,8,290.5,0.8184
2328,5.704,203.437,9,290.5,0.8066
2329,5.704,203.437,10,290.5,0.7966
2330,5.704,203.437,11,290.5,0.7868
2331,5.704,203.437,12,290.5,0.7759
2332,5.704,203.437,13,290.5,0.7668
2333,5.704,203.437,14,290.5,0.7597
2334,5.704,203.437,15,290.5,0.7561
2335,5.704,203.437,16,290.5,0.7537
2336,5.704,203.437,17,290.5,0.7537
2337,5.704,203.437,18,290.5,0.757
2338,5.704,203.437,19,290.5,0.7606
2339,5.704,203.437,20,290.5,0.7666
2340,5.704,203.437,21,290.5,0.7731
2341,5.704,203.437,22,290.5,0.7818
2342,5.704,203.437,23,290.5,0.7911
2343,5.704,203.437,24,290.5,0.801
2344,5.704,203.437,25,290.5,0.8116
2345,5.704,203.437,26,290.5,0.8232
2346,5.704,203.437,27.142,290.5,0.8372
2347,5.704,203.437,8,309.5,0.8638
2348,5.704,203.437,9,309.5,0.8543
2349,5.704,203.437,10,309.5,0.8449
2350,5.704,203.437,11,309.5,0.8354
2351,5.704,203.437,12,309.5,0.8269
2352,5.704,203.437,13,309.5,0.8193
2353,5.704,203.437,14,309.5,0.8151
2354,5.704,203.437,15,309.5,0.812
2355,5.704,203.437,16,309.5,0.8098
2356,5.704,203.437,17,309.5,0.8092
2357,5.704,203.437,18,309.5,0.8096
2358,5.704,203.437,19,309.5,0.8111
2359,5.704,203.437,20,309.5,0.8148
2360,5.704,203.437,21,309.5,0.8197
2361,5.704,203.437,22,309.5,0.8255
2362,5.704,203.437,23,309.5,0.8327
2363,5.704,203.437,24,309.5,0.8402
2364,5.704,203.437,25,309.5,0.8479
2365,5.704,203.437,26,309.5,0.8574
2366,5.704,203.437,27.142,309.5,0.8693
2367,5.704,203.437,8,326.5,0.9033
2368,5.704,203.437,9,326.5,0.8915
2369,5.704,203.437,10,326.5,0.8835
2370,5.704,203.437,11,326.5,0.8734
2371,5.704,203.437,12,326.5,0.867
2372,5.704,203.437,13,326.5,0.8609
2373,5.704,203.437,14,326.5,0.8572
2374,5.704,203.437,15,326.5,0.8554
2375,5.704,203.437,16,326.5,0.8531
2376,5.704,203.437,17,326.5,0.8524
2377,5.704,203.437,18,326.5,0.852
2378,5.704,203.437,19,326.5,0.8529
2379,5.704,203.437,20,326.5,0.8554
2380,5.704,203.437,21,326.5,0.8587
2381,5.704,203.437,22,326.5,0.8626
2382,5.704,203.437,23,326.5,0.8675
2383,5.704,203.437,24,326.5,0.873
2384,5.704,203.437,25,326.5,0.8792
2385,5.704,203.437,26,326.5,0.8862
2386,5.704,203.437,27.142,326.5,0.8943
2387,5.704,203.437,8,341,0.9216
2388,5.704,203.437,9,341,0.9119
2389,5.704,203.437,10,341,0.9056
2390,5.704,203.437,11,341,0.8991
2391,5.704,203.437,12,341,0.894
2392,5.704,203.437,13,341,0.8887
2393,5.704,203.437,14,341,0.8841
2394,5.704,203.437,15,341,0.8815
2395,5.704,203.437,16,341,0.8807
2396,5.704,203.437,17,341,0.8804
2397,5.704,203.437,18,341,0.88
2398,5.704,203.437,19,341,0.8811
2399,5.704,203.437,20,341,0.8828
2400,5.704,203.437,21,341,0.8857
2401,5.704,203.437,22,341,0.8904
2402,5.704,203.437,23,341,0.8946
2403,5.704,203.437,24,341,0.899
2404,5.704,203.437,25,341,0.9043
2405,5.704,203.437,26,341,0.911
2406,5.704,203.437,27.142,341,0.9196
2407,5.704,203.437,9,360.5,0.9336
2408,5.704,203.437,10,360.5,0.9284
2409,5.704,203.437,11,360.5,0.9236
2410,5.704,203.437,12,360.5,0.9206
2411,5.704,203.437,13,360.5,0.9182
2412,5.704,203.437,14,360.5,0.916
2413,5.704,203.437,15,360.5,0.9132
2414,5.704,203.437,16,360.5,0.9112
2415,5.704,203.437,17,360.5,0.9094
2416,5.704,203.437,18,360.5,0.9092
2417,5.704,203.437,19,360.5,0.9105
2418,5.704,203.437,20,360.5,0.9118
2419,5.704,203.437,21,360.5,0.9153
2420,5.704,203.437,22,360.5,0.9181
2421,5.704,203.437,23,360.5,0.9228
2422,5.704,203.437,24,360.5,0.9264
2423,5.704,203.437,25,360.5,0.9321
2424,5.704,203.437,26,360.5,0.9369
2425,5.704,203.437,27.142,360.5,0.9433
2426,6.036,206.841,8,290,0.8306
2427,6.036,206.841,9,290,0.8148
2428,6.036,206.841,10,290,0.8013
2429,6.036,206.841,11,290,0.7864
2430,6.036,206.841,12,290,0.776
2431,6.036,206.841,13,290,0.7685
2432,6.036,206.841,14,290,0.7632
2433,6.036,206.841,15,290,0.7577
2434,6.036,206.841,16,290,0.7553
2435,6.036,206.841,17,290,0.7559
2436,6.036,206.841,18,290,0.7595
2437,6.036,206.841,19,290,0.764
2438,6.036,206.841,20,290,0.7709
2439,6.036,206.841,21,290,0.7789
2440,6.036,206.841,22,290,0.7879
2441,6.036,206.841,23,290,0.7985
2442,6.036,206.841,24,290,0.8088
2443,6.036,206.841,25.26,290,0.8232
2444,6.036,206.841,8,307,0.8763
2445,6.036,206.841,9,307,0.8648
2446,6.036,206.841,10,307,0.8555
2447,6.036,206.841,11,307,0.8444
2448,6.036,206.841,12,307,0.8347
2449,6.036,206.841,13,307,0.8279
2450,6.036,206.841,14,307,0.8216
2451,6.036,206.841,15,307,0.8164
2452,6.036,206.841,16,307,0.8136
2453,6.036,206.841,17,307,0.8127
2454,6.036,206.841,18,307,0.8121
2455,6.036,206.841,19,307,0.8142
2456,6.036,206.841,20,307,0.8191
2457,6.036,206.841,21,307,0.8244
2458,6.036,206.841,22,307,0.8307
2459,6.036,206.841,23,307,0.838
2460,6.036,206.841,24,307,0.8449
2461,6.036,206.841,25.26,307,0.856
2462,6.036,206.841,8,322,0.9078
2463,6.036,206.841,9,322,0.8982
2464,6.036,206.841,10,322,0.8897
2465,6.036,206.841,11,322,0.8792
2466,6.036,206.841,12,322,0.8714
2467,6.036,206.841,13,322,0.8659
2468,6.036,206.841,14,322,0.8607
2469,6.036,206.841,15,322,0.858
2470,6.036,206.841,16,322,0.8554
2471,6.036,206.841,17,322,0.8543
2472,6.036,206.841,18,322,0.8534
2473,6.036,206.841,19,322,0.8537
2474,6.036,206.841,20,322,0.8565
2475,6.036,206.841,21,322,0.8602
2476,6.036,206.841,22,322,0.8653
2477,6.036,206.841,23,322,0.8709
2478,6.036,206.841,24,322,0.8771
2479,6.036,206.841,25.26,322,0.8877
2480,6.036,206.841,8,337,0.9285
2481,6.036,206.841,9,337,0.921
2482,6.036,206.841,10,337,0.9147
2483,6.036,206.841,11,337,0.9078
2484,6.036,206.841,12,337,0.9005
2485,6.036,206.841,13,337,0.896
2486,6.036,206.841,14,337,0.89
2487,6.036,206.841,15,337,0.8872
2488,6.036,206.841,16,337,0.8849
2489,6.036,206.841,17,337,0.8845
2490,6.036,206.841,18,337,0.8846
2491,6.036,206.841,19,337,0.887
2492,6.036,206.841,20,337,0.8893
2493,6.036,206.841,21,337,0.8917
2494,6.036,206.841,22,337,0.8948
2495,6.036,206.841,23,337,0.8997
2496,6.036,206.841,24,337,0.9057
2497,6.036,206.841,25.26,337,0.9142
2498,6.036,206.841,9,354.3,0.943
2499,6.036,206.841,10,354.3,0.937
2500,6.036,206.841,11,354.3,0.9332
2501,6.036,206.841,12,354.3,0.9274
2502,6.036,206.841,13,354.3,0.9239
2503,6.036,206.841,14,354.3,0.9205
2504,6.036,206.841,15,354.3,0.9181
2505,6.036,206.841,16,354.3,0.9166
2506,6.036,206.841,17,354.3,0.916
2507,6.036,206.841,18,354.3,0.9163
2508,6.036,206.841,19,354.3,0.9159
2509,6.036,206.841,20,354.3,0.9177
2510,6.036,206.841,21,354.3,0.9211
2511,6.036,206.841,22,354.3,0.9246
2512,6.036,206.841,23,354.3,0.929
2513,6.036,206.841,24,354.3,0.9334
2514,6.036,206.841,25.26,354.3,0.9394
2515,5.574,201.951,8,296.5,0.8263
2516,5.574,201.951,9,296.5,0.8142
2517,5.574,201.951,10,296.5,0.8056
2518,5.574,201.951,11,296.5,0.7949
2519,5.574,201.951,12,296.5,0.7852
2520,5.574,201.951,13,296.5,0.7779
2521,5.574,201.951,14,296.5,0.7715
2522,5.574,201.951,15,296.5,0.7669
2523,5.574,201.951,16,296.5,0.7651
2524,5.574,201.951,17,296.5,0.7647
2525,5.574,201.951,18,296.5,0.7661
2526,5.574,201.951,19,296.5,0.7684
2527,5.574,201.951,20,296.5,0.7732
2528,5.574,201.951,21,296.5,0.7785
2529,5.574,201.951,22,296.5,0.7854
2530,5.574,201.951,23,296.5,0.7934
2531,5.574,201.951,24,296.5,0.8015
2532,5.574,201.951,25,296.5,0.8117
2533,5.574,201.951,26,296.5,0.8216
2534,5.574,201.951,26.842,296.5,0.8289
2535,5.574,201.951,8,313,0.8671
2536,5.574,201.951,9,313,0.8572
2537,5.574,201.951,10,313,0.8499
2538,5.574,201.951,11,313,0.842
2539,5.574,201.951,12,313,0.8345
2540,5.574,201.951,13,313,0.8283
2541,5.574,201.951,14,313,0.8225
2542,5.574,201.951,15,313,0.818
2543,5.574,201.951,16,313,0.8147
2544,5.574,201.951,17,313,0.8129
2545,5.574,201.951,18,313,0.812
2546,5.574,201.951,19,313,0.8135
2547,5.574,201.951,20,313,0.8162
2548,5.574,201.951,21,313,0.8209
2549,5.574,201.951,22,313,0.8266
2550,5.574,201.951,23,313,0.8323
2551,5.574,201.951,24,313,0.8376
2552,5.574,201.951,25,313,0.8447
2553,5.574,201.951,26,313,0.8522
2554,5.574,201.951,26.842,313,0.8593
2555,5.574,201.951,8,328,0.9014
2556,5.574,201.951,9,328,0.8925
2557,5.574,201.951,10,328,0.8854
2558,5.574,201.951,11,328,0.8763
2559,5.574,201.951,12,328,0.8696
2560,5.574,201.951,13,328,0.8616
2561,5.574,201.951,14,328,0.8565
2562,5.574,201.951,15,328,0.8517
2563,5.574,201.951,16,328,0.8505
2564,5.574,201.951,17,328,0.8497
2565,5.574,201.951,18,328,0.8496
2566,5.574,201.951,19,328,0.8512
2567,5.574,201.951,20,328,0.8539
2568,5.574,201.951,21,328,0.8563
2569,5.574,201.951,22,328,0.8604
2570,5.574,201.951,23,328,0.8643
2571,5.574,201.951,24,328,0.8698
2572,5.574,201.951,25,328,0.8768
2573,5.574,201.951,26,328,0.8821
2574,5.574,201.951,26.842,328,0.8874
2575,5.574,201.951,8,344,0.9194
2576,5.574,201.951,9,344,0.913
2577,5.574,201.951,10,344,0.9062
2578,5.574,201.951,11,344,0.9006
2579,5.574,201.951,12,344,0.8948
2580,5.574,201.951,13,344,0.8909
2581,5.574,201.951,14,344,0.8869
2582,5.574,201.951,15,344,0.8835
2583,5.574,201.951,16,344,0.882
2584,5.574,201.951,17,344,0.8822
2585,5.574,201.951,18,344,0.882
2586,5.574,201.951,19,344,0.8828
2587,5.574,201.951,20,344,0.8854
2588,5.574,201.951,21,344,0.8872
2589,5.574,201.951,22,344,0.8907
2590,5.574,201.951,23,344,0.8943
2591,5.574,201.951,24,344,0.8991
2592,5.574,201.951,25,344,0.9047
2593,5.574,201.951,26,344,0.9111
2594,5.574,201.951,26.842,344,0.9174
2595,5.574,201.951,8,363.5,0.9456
2596,5.574,201.951,9,363.5,0.9393
2597,5.574,201.951,10,363.5,0.9354
2598,5.574,201.951,11,363.5,0.9306
2599,5.574,201.951,12,363.5,0.9255
2600,5.574,201.951,13,363.5,0.9204
2601,5.574,201.951,14,363.5,0.9173
2602,5.574,201.951,15,363.5,0.914
2603,5.574,201.951,16,363.5,0.9129
2604,5.574,201.951,17,363.5,0.9122
2605,5.574,201.951,18,363.5,0.9117
2606,5.574,201.951,19,363.5,0.9136
2607,5.574,201.951,20,363.5,0.915
2608,5.574,201.951,21,363.5,0.9174
2609,5.574,201.951,22,363.5,0.9205
2610,5.574,201.951,23,363.5,0.9241
2611,5.574,201.951,24,363.5,0.9281
2612,5.574,201.951,25,363.5,0.932
2613,5.574,201.951,26,363.5,0.9366
2614,5.574,201.951,26.842,363.5,0.9402
2615,5.888,206.431,8,290,0.8162
2616,5.888,206.431,9,290,0.8058
2617,5.888,206.431,10,290,0.7947
2618,5.888,206.431,11,290,0.7827
2619,5.888,206.431,12,290,0.7706
2620,5.888,206.431,13,290,0.7621
2621,5.888,206.431,14,290,0.7548
2622,5.888,206.431,15,290,0.7523
2623,5.888,206.431,16,290,0.7512
2624,5.888,206.431,17,290,0.7515
2625,5.888,206.431,18,290,0.753
2626,5.888,206.431,19,290,0.7568
2627,5.888,206.431,20,290,0.7641
2628,5.888,206.431,21,290,0.7716
2629,5.888,206.431,22,290,0.7803
2630,5.888,206.431,23.197,290,0.7917
2631,5.888,206.431,8,309,0.8646
2632,5.888,206.431,9,309,0.853
2633,5.888,206.431,10,309,0.8431
2634,5.888,206.431,11,309,0.8354
2635,5.888,206.431,12,309,0.8266
2636,5.888,206.431,13,309,0.8191
2637,5.888,206.431,14,309,0.8143
2638,5.888,206.431,15,309,0.8108
2639,5.888,206.431,16,309,0.809
2640,5.888,206.431,17,309,0.809
2641,5.888,206.431,18,309,0.81
2642,5.888,206.431,19,309,0.813
2643,5.888,206.431,20,309,0.8163
2644,5.888,206.431,21,309,0.8208
2645,5.888,206.431,22,309,0.8272
2646,5.888,206.431,23.197,309,0.8371
2647,5.888,206.431,8,330,0.8964
2648,5.888,206.431,9,330,0.8876
2649,5.888,206.431,10,330,0.8806
2650,5.888,206.431,11,330,0.8738
2651,5.888,206.431,12,330,0.8679
2652,5.888,206.431,13,330,0.8624
2653,5.888,206.431,14,330,0.858
2654,5.888,206.431,15,330,0.8532
2655,5.888,206.431,16,330,0.852
2656,5.888,206.431,17,330,0.85
2657,5.888,206.431,18,330,0.8512
2658,5.888,206.431,19,330,0.8522
2659,5.888,206.431,20,330,0.8546
2660,5.888,206.431,21,330,0.8585
2661,5.888,206.431,22,330,0.8624
2662,5.888,206.431,23.197,330,0.8691
2663,5.888,206.431,9,348.5,0.913
2664,5.888,206.431,10,348.5,0.9065
2665,5.888,206.431,11,348.5,0.9028
2666,5.888,206.431,12,348.5,0.8979
2667,5.888,206.431,13,348.5,0.8927
2668,5.888,206.431,14,348.5,0.8897
2669,5.888,206.431,15,348.5,0.8874
2670,5.888,206.431,16,348.5,0.886
2671,5.888,206.431,17,348.5,0.8862
2672,5.888,206.431,18,348.5,0.8859
2673,5.888,206.431,19,348.5,0.8867
2674,5.888,206.431,20,348.5,0.8896
2675,5.888,206.431,21,348.5,0.8929
2676,5.888,206.431,22,348.5,0.8967
2677,5.888,206.431,23.197,348.5,0.9021
2678,5.888,206.431,9,367.8,0.9359
2679,5.888,206.431,10,367.8,0.929
2680,5.888,206.431,11,367.8,0.9231
2681,5.888,206.431,12,367.8,0.9193
2682,5.888,206.431,13,367.8,0.9171
2683,5.888,206.431,14,367.8,0.9161
2684,5.888,206.431,15,367.8,0.9134
2685,5.888,206.431,16,367.8,0.9129
2686,5.888,206.431,17,367.8,0.9128
2687,5.888,206.431,18,367.8,0.913
2688,5.888,206.431,19,367.8,0.914
2689,5.888,206.431,20,367.8,0.9175
2690,5.888,206.431,21,367.8,0.9191
2691,5.888,206.431,22,367.8,0.9231
2692,5.888,206.431,23.197,367.8,0.9279
2693,2.685,190.869,7,303,0.8794
2694,2.685,190.869,8,303,0.8669
2695,2.685,190.869,9,303,0.8542
2696,2.685,190.869,10,303,0.8422
2697,2.685,190.869,11,303,0.8315
2698,2.685,190.869,12,303,0.8226
2699,2.685,190.869,13,303,0.815
2700,2.685,190.869,14,303,0.8104
2701,2.685,190.869,15,303,0.8066
2702,2.685,190.869,16,303,0.8045
2703,2.685,190.869,17,303,0.8041
2704,2.685,190.869,18,303,0.8041
2705,2.685,190.869,19,303,0.8061
2706,2.685,190.869,20,303,0.8093
2707,2.685,190.869,21,303,0.814
2708,2.685,190.869,22,303,0.8207
2709,2.685,190.869,23.09,303,0.8292
2710,2.685,190.869,7,313,0.9051
2711,2.685,190.869,8,313,0.8922
2712,2.685,190.869,9,313,0.8813
2713,2.685,190.869,10,313,0.8688
2714,2.685,190.869,11,313,0.8595
2715,2.685,190.869,12,313,0.8516
2716,2.685,190.869,13,313,0.8442
2717,2.685,190.869,14,313,0.8392
2718,2.685,190.869,15,313,0.836
2719,2.685,190.869,16,313,0.8333
2720,2.685,190.869,17,313,0.832
2721,2.685,190.869,18,313,0.8316
2722,2.685,190.869,19,313,0.8319
2723,2.685,190.869,20,313,0.834
2724,2.685,190.869,21,313,0.8386
2725,2.685,190.869,22,313,0.8449
2726,2.685,190.869,23.09,313,0.8518
2727,2.685,190.869,7,323,0.9214
2728,2.685,190.869,8,323,0.9109
2729,2.685,190.869,9,323,0.901
2730,2.685,190.869,10,323,0.8919
2731,2.685,190.869,11,323,0.8844
2732,2.685,190.869,12,323,0.8771
2733,2.685,190.869,13,323,0.8714
2734,2.685,190.869,14,323,0.8665
2735,2.685,190.869,15,323,0.8625
2736,2.685,190.869,16,323,0.8592
2737,2.685,190.869,17,323,0.8569
2738,2.685,190.869,18,323,0.8569
2739,2.685,190.869,19,323,0.8581
2740,2.685,190.869,20,323,0.8601
2741,2.685,190.869,21,323,0.8634
2742,2.685,190.869,22,323,0.868
2743,2.685,190.869,23.09,323,0.8735
2744,2.685,190.869,7,333,0.9308
2745,2.685,190.869,8,333,0.922
2746,2.685,190.869,9,333,0.9139
2747,2.685,190.869,10,333,0.9069
2748,2.685,190.869,11,333,0.8997
2749,2.685,190.869,12,333,0.8939
2750,2.685,190.869,13,333,0.8871
2751,2.685,190.869,14,333,0.8832
2752,2.685,190.869,15,333,0.8803
2753,2.685,190.869,16,333,0.8781
2754,2.685,190.869,17,333,0.8765
2755,2.685,190.869,18,333,0.8769
2756,2.685,190.869,19,333,0.8767
2757,2.685,190.869,20,333,0.8794
2758,2.685,190.869,21,333,0.8812
2759,2.685,190.869,22,333,0.8847
2760,2.685,190.869,23.09,333,0.8902
2761,2.685,190.869,7,343.8,0.9433
2762,2.685,190.869,8,343.8,0.9359
2763,2.685,190.869,9,343.8,0.9289
2764,2.685,190.869,10,343.8,0.9221
2765,2.685,190.869,11,343.8,0.9155
2766,2.685,190.869,12,343.8,0.9089
2767,2.685,190.869,13,343.8,0.9035
2768,2.685,190.869,14,343.8,0.8997
2769,2.685,190.869,15,343.8,0.8964
2770,2.685,190.869,16,343.8,0.8945
2771,2.685,190.869,17,343.8,0.8945
2772,2.685,190.869,18,343.8,0.8944
2773,2.685,190.869,19,343.8,0.8954
2774,2.685,190.869,20,343.8,0.8979
2775,2.685,190.869,21,343.8,0.9005
2776,2.685,190.869,22,343.8,0.9032
2777,2.685,190.869,23.09,343.8,0.9069
2778,5.711,203.684,7,304,0.8799
2779,5.711,203.684,8,304,0.8701
2780,5.711,203.684,9,304,0.8606
2781,5.711,203.684,10,304,0.8514
2782,5.711,203.684,11,304,0.841
2783,5.711,203.684,12,304,0.8311
2784,5.711,203.684,13,304,0.8248
2785,5.711,203.684,14,304,0.818
2786,5.711,203.684,15,304,0.814
2787,5.711,203.684,16,304,0.8107
2788,5.711,203.684,17,304,0.81
2789,5.711,203.684,18,304,0.8103
2790,5.711,203.684,19,304,0.8119
2791,5.711,203.684,20,304,0.8157
2792,5.711,203.684,21,304,0.8203
2793,5.711,203.684,22,304,0.8272
2794,5.711,203.684,23,304,0.8349
2795,5.711,203.684,24,304,0.8418
2796,5.711,203.684,25,304,0.8512
2797,5.711,203.684,26,304,0.8616
2798,5.711,203.684,27.09,304,0.8735
2799,5.711,203.684,7,319,0.9164
2800,5.711,203.684,8,319,0.9058
2801,5.711,203.684,9,319,0.8962
2802,5.711,203.684,10,319,0.8888
2803,5.711,203.684,11,319,0.8804
2804,5.711,203.684,12,319,0.8719
2805,5.711,203.684,13,319,0.8646
2806,5.711,203.684,14,319,0.8589
2807,5.711,203.684,15,319,0.8545
2808,5.711,203.684,16,319,0.8523
2809,5.711,203.684,17,319,0.8507
2810,5.711,203.684,18,319,0.85
2811,5.711,203.684,19,319,0.851
2812,5.711,203.684,20,319,0.8536
2813,5.711,203.684,21,319,0.8575
2814,5.711,203.684,22,319,0.8622
2815,5.711,203.684,23,319,0.8678
2816,5.711,203.684,24,319,0.8729
2817,5.711,203.684,25,319,0.8801
2818,5.711,203.684,26,319,0.8878
2819,5.711,203.684,27.09,319,0.8967
2820,5.711,203.684,8,331,0.9275
2821,5.711,203.684,9,331,0.9199
2822,5.711,203.684,10,331,0.9134
2823,5.711,203.684,11,331,0.9063
2824,5.711,203.684,12,331,0.8988
2825,5.711,203.684,13,331,0.8936
2826,5.711,203.684,14,331,0.8886
2827,5.711,203.684,15,331,0.884
2828,5.711,203.684,16,331,0.8812
2829,5.711,203.684,17,331,0.8797
2830,5.711,203.684,18,331,0.8788
2831,5.711,203.684,19,331,0.8797
2832,5.711,203.684,20,331,0.8818
2833,5.711,203.684,21,331,0.8847
2834,5.711,203.684,22,331,0.8887
2835,5.711,203.684,23,331,0.8934
2836,5.711,203.684,24,331,0.8987
2837,5.711,203.684,25,331,0.9056
2838,5.711,203.684,26,331,0.9122
2839,5.711,203.684,27.09,331,0.9232
2840,5.711,203.684,8,344,0.9461
2841,5.711,203.684,9,344,0.9383
2842,5.711,203.684,10,344,0.9319
2843,5.711,203.684,11,344,0.9239
2844,5.711,203.684,12,344,0.9178
2845,5.711,203.684,13,344,0.9124
2846,5.711,203.684,14,344,0.9085
2847,5.711,203.684,15,344,0.9058
2848,5.711,203.684,16,344,0.9041
2849,5.711,203.684,17,344,0.9029
2850,5.711,203.684,18,344,0.9021
2851,5.711,203.684,19,344,0.9021
2852,5.711,203.684,20,344,0.9033
2853,5.711,203.684,21,344,0.9056
2854,5.711,203.684,22,344,0.9092
2855,5.711,203.684,23,344,0.9139
2856,5.711,203.684,24,344,0.9191
2857,5.711,203.684,25,344,0.9248
2858,5.711,203.684,26,344,0.9312
2859,5.711,203.684,27.09,344,0.9406
2860,5.711,203.684,8,359.3,0.9554
2861,5.711,203.684,9,359.3,0.9492
2862,5.711,203.684,10,359.3,0.9442
2863,5.711,203.684,11,359.3,0.9391
2864,5.711,203.684,12,359.3,0.9353
2865,5.711,203.684,13,359.3,0.9322
2866,5.711,203.684,14,359.3,0.9292
2867,5.711,203.684,15,359.3,0.9273
2868,5.711,203.684,16,359.3,0.9257
2869,5.711,203.684,17,359.3,0.9252
2870,5.711,203.684,18,359.3,0.9246
2871,5.711,203.684,19,359.3,0.9255
2872,5.711,203.684,20,359.3,0.9271
2873,5.711,203.684,21,359.3,0.9297
2874,5.711,203.684,22,359.3,0.9329
2875,5.711,203.684,23,359.3,0.937
2876,5.711,203.684,24,359.3,0.9411
2877,5.711,203.684,25,359.3,0.9466
2878,5.711,203.684,26,359.3,0.9523
2879,5.711,203.684,27.09,359.3,0.9616
2880,5.783,204.113,8,300,0.8575
2881,5.783,204.113,9,300,0.844
2882,5.783,204.113,10,300,0.8317
2883,5.783,204.113,11,300,0.8203
2884,5.783,204.113,12,300,0.8113
2885,5.783,204.113,13,300,0.8039
2886,5.783,204.113,14,300,0.796
2887,5.783,204.113,15,300,0.7916
2888,5.783,204.113,16,300,0.788
2889,5.783,204.113,17,300,0.7868
2890,5.783,204.113,18,300,0.7885
2891,5.783,204.113,19,300,0.7933
2892,5.783,204.113,20,300,0.7981
2893,5.783,204.113,21,300,0.804
2894,5.783,204.113,22,300,0.8102
2895,5.783,204.113,23,300,0.8171
2896,5.783,204.113,23.65,300,0.8218
2897,5.783,204.113,8,315,0.8903
2898,5.783,204.113,9,315,0.8789
2899,5.783,204.113,10,315,0.868
2900,5.783,204.113,11,315,0.8593
2901,5.783,204.113,12,315,0.8511
2902,5.783,204.113,13,315,0.8428
2903,5.783,204.113,14,315,0.8364
2904,5.783,204.113,15,315,0.8324
2905,5.783,204.113,16,315,0.8308
2906,5.783,204.113,17,315,0.8291
2907,5.783,204.113,18,315,0.8286
2908,5.783,204.113,19,315,0.8301
2909,5.783,204.113,20,315,0.8331
2910,5.783,204.113,21,315,0.8367
2911,5.783,204.113,22,315,0.8421
2912,5.783,204.113,23,315,0.8481
2913,5.783,204.113,23.65,315,0.8534
2914,5.783,204.113,8,330,0.911
2915,5.783,204.113,9,330,0.9026
2916,5.783,204.113,10,330,0.8964
2917,5.783,204.113,11,330,0.8891
2918,5.783,204.113,12,330,0.8822
2919,5.783,204.113,13,330,0.8758
2920,5.783,204.113,14,330,0.8722
2921,5.783,204.113,15,330,0.8679
2922,5.783,204.113,16,330,0.8652
2923,5.783,204.113,17,330,0.8637
2924,5.783,204.113,18,330,0.8628
2925,5.783,204.113,19,330,0.8627
2926,5.783,204.113,20,330,0.8643
2927,5.783,204.113,21,330,0.8679
2928,5.783,204.113,22,330,0.8723
2929,5.783,204.113,23,330,0.8764
2930,5.783,204.113,23.65,330,0.8806
2931,5.783,204.113,8,343,0.9245
2932,5.783,204.113,9,343,0.9152
2933,5.783,204.113,10,343,0.9084
2934,5.783,204.113,11,343,0.9029
2935,5.783,204.113,12,343,0.8982
2936,5.783,204.113,13,343,0.8929
2937,5.783,204.113,14,343,0.8891
2938,5.783,204.113,15,343,0.8865
2939,5.783,204.113,16,343,0.8851
2940,5.783,204.113,17,343,0.8846
2941,5.783,204.113,18,343,0.8844
2942,5.783,204.113,19,343,0.8842
2943,5.783,204.113,20,343,0.8857
2944,5.783,204.113,21,343,0.8891
2945,5.783,204.113,22,343,0.8935
2946,5.783,204.113,23,343,0.8983
2947,5.783,204.113,23.65,343,0.9017
2948,5.783,204.113,8,359,0.9436
2949,5.783,204.113,9,359,0.9375
2950,5.783,204.113,10,359,0.9324
2951,5.783,204.113,11,359,0.9269
2952,5.783,204.113,12,359,0.9237
2953,5.783,204.113,13,359,0.9198
2954,5.783,204.113,14,359,0.9177
2955,5.783,204.113,15,359,0.9158
2956,5.783,204.113,16,359,0.9143
2957,5.783,204.113,17,359,0.9137
2958,5.783,204.113,18,359,0.9136
2959,5.783,204.113,19,359,0.914
2960,5.783,204.113,20,359,0.916
2961,5.783,204.113,21,359,0.9185
2962,5.783,204.113,22,359,0.9212
2963,5.783,204.113,23,359,0.9253
2964,5.783,204.113,23.65,359,0.9285
2965,5.502,201.169,8,300,0.8645
2966,5.502,201.169,9,300,0.8514
2967,5.502,201.169,10,300,0.8387
2968,5.502,201.169,11,300,0.8286
2969,5.502,201.169,12,300,0.8203
2970,5.502,201.169,13,300,0.8127
2971,5.502,201.169,14,300,0.806
2972,5.502,201.169,15,300,0.8003
2973,5.502,201.169,16,300,0.7977
2974,5.502,201.169,17,300,0.7962
2975,5.502,201.169,18,300,0.7959
2976,5.502,201.169,19,300,0.7985
2977,5.502,201.169,20,300,0.8014
