1.456,1.562,0.886
2.875,1.562,0.811
4.294,1.562,0.813
5.713,1.562,0.869
7.132,1.562,0.951
8.552,1.562,1.044
9.971,1.562,1.141
1.456,1.644,0.907
2.875,1.644,0.852
4.294,1.644,0.851
5.713,1.644,0.898
7.132,1.644,0.969
8.552,1.644,1.053
9.971,1.644,1.141
1.456,1.725,0.920
2.875,1.725,0.883
4.294,1.725,0.880
5.713,1.725,0.918
7.132,1.725,0.982
8.552,1.725,1.056
9.971,1.725,1.138
1.425,1.516,0.872
2.814,1.516,0.790
4.203,1.516,0.791
5.591,1.516,0.851
6.980,1.516,0.937
8.369,1.516,1.032
9.758,1.516,1.130
1.425,1.597,0.897
2.814,1.597,0.833
4.203,1.597,0.827
5.591,1.597,0.874
6.980,1.597,0.947
8.369,1.597,1.032
9.758,1.597,1.122
1.425,1.676,0.915
2.814,1.676,0.863
4.203,1.676,0.860
5.591,1.676,0.898
6.980,1.676,0.961
8.369,1.676,1.037
9.758,1.676,1.120
1.457,1.531,0.865
2.878,1.531,0.785
4.298,1.531,0.789
5.719,1.531,0.853
7.139,1.531,0.942
8.559,1.531,1.039
9.980,1.531,1.141
1.472,1.609,0.887
2.878,1.609,0.825
4.298,1.609,0.825
5.719,1.609,0.876
7.139,1.609,0.954
8.559,1.609,1.042
9.980,1.609,1.134
1.472,1.693,0.911
2.878,1.693,0.861
4.298,1.693,0.859
5.719,1.693,0.900
7.139,1.693,0.967
8.559,1.693,1.047
9.980,1.693,1.131
1.420,1.489,0.851
2.804,1.489,0.761
4.188,1.489,0.766
5.572,1.489,0.833
6.956,1.489,0.923
8.340,1.489,1.022
9.724,1.489,1.124
1.420,1.565,0.874
2.804,1.565,0.804
4.188,1.565,0.803
5.572,1.565,0.855
6.956,1.565,0.934
8.340,1.565,1.023
9.724,1.565,1.116
1.420,1.644,0.896
2.804,1.644,0.840
4.188,1.644,0.837
5.572,1.644,0.880
6.956,1.644,0.948
8.340,1.644,1.029
9.724,1.644,1.113
1.341,1.392,0.830
2.647,1.392,0.714
3.954,1.392,0.717
5.260,1.392,0.786
6.567,1.392,0.882
7.874,1.392,0.982
9.180,1.392,1.085
1.341,1.463,0.856
2.647,1.463,0.762
3.954,1.463,0.754
5.260,1.463,0.808
6.567,1.463,0.889
7.874,1.463,0.979
9.180,1.463,1.072
1.341,1.538,0.880
2.647,1.538,0.807
3.954,1.538,0.794
5.260,1.538,0.835
6.567,1.538,0.905
7.874,1.538,0.985
9.180,1.538,1.071
