1,23.584,1.596,2.125
2,23.161,1.596,2.097
3,22.306,1.596,2.036
4,21.447,1.596,1.975
5,20.605,1.596,1.915
6,19.764,1.596,1.854
7,18.892,1.596,1.793
8,18.054,1.596,1.732
9,17.193,1.596,1.67
10,16.347,1.596,1.608
11,15.488,1.596,1.546
12,14.629,1.596,1.483
13,13.775,1.596,1.421
14,12.914,1.596,1.357
15,12.059,1.596,1.294
16,11.192,1.596,1.23
17,10.766,1.596,1.199
18,10.335,1.596,1.167
19,9.905,1.596,1.135
20,22.826,1.748,1.965
21,22.166,1.748,1.927
22,21.061,1.748,1.86
23,20.607,1.748,1.832
24,20.182,1.748,1.804
25,19.336,1.748,1.75
26,18.898,1.748,1.72
27,18.482,1.748,1.692
28,18.041,1.748,1.664
29,17.623,1.748,1.637
30,17.185,1.748,1.608
31,16.762,1.748,1.58
32,15.903,1.748,1.523
33,15.478,1.748,1.495
34,15.044,1.748,1.467
35,14.619,1.748,1.439
36,14.196,1.748,1.41
37,13.762,1.748,1.382
38,13.337,1.748,1.354
39,12.909,1.748,1.325
40,12.48,1.748,1.297
41,12.046,1.748,1.268
42,11.623,1.748,1.24
43,11.189,1.748,1.212
44,10.756,1.748,1.183
45,10.326,1.748,1.155
46,9.897,1.748,1.127
47,9.465,1.748,1.099
48,9.038,1.748,1.072
49,22.826,1.901,1.887
50,22.171,1.901,1.852
51,21.486,1.901,1.814
52,21.035,1.901,1.788
53,20.599,1.901,1.763
54,20.18,1.901,1.738
55,19.749,1.901,1.712
56,19.317,1.901,1.686
57,18.89,1.901,1.661
58,18.473,1.901,1.635
59,18.046,1.901,1.609
60,17.614,1.901,1.584
61,17.185,1.901,1.558
62,16.753,1.901,1.532
63,16.328,1.901,1.506
64,15.903,1.901,1.481
65,15.471,1.901,1.455
66,15.048,1.901,1.429
67,14.614,1.901,1.404
68,14.187,1.901,1.378
69,13.76,1.901,1.352
70,13.324,1.901,1.326
71,12.901,1.901,1.301
72,12.465,1.901,1.275
73,12.038,1.901,1.25
74,11.61,1.901,1.225
75,11.179,1.901,1.199
76,10.749,1.901,1.174
77,10.32,1.901,1.149
78,9.888,1.901,1.125
79,9.457,1.901,1.101
80,9.029,1.901,1.077
81,22.826,2.074,1.779
82,22.72,2.074,1.765
83,22.327,2.074,1.755
84,21.904,2.074,1.733
85,21.475,2.074,1.711
86,21.058,2.074,1.689
87,20.625,2.074,1.668
88,20.212,2.074,1.648
89,19.776,2.074,1.624
90,19.347,2.074,1.602
91,18.924,2.074,1.581
92,18.467,2.074,1.558
93,15.484,2.074,1.404
94,15.05,2.074,1.382
95,14.621,2.074,1.36
96,14.196,2.074,1.338
97,13.758,2.074,1.315
98,13.33,2.074,1.294
99,15.484,2.074,1.272
100,15.05,2.074,1.25
101,14.621,2.074,1.228
102,14.196,2.074,1.206
103,13.758,2.074,1.185
104,13.33,2.074,1.164
105,12.901,2.074,1.143
106,12.471,2.074,1.102
107,12.04,2.074,1.082
108,11.606,2.074,1.073
109,11.179,2.074,1.066
110,25.393,1.605,2.193
111,24.903,1.605,2.163
112,24.472,1.605,2.133
113,23.615,1.605,2.074
114,23.188,1.605,2.045
115,22.759,1.605,2.015
116,22.327,1.605,1.986
117,21.902,1.605,1.957
118,21.477,1.605,1.928
119,21.052,1.605,1.901
120,20.198,1.605,1.841
121,19.773,1.605,1.812
122,19.348,1.605,1.784
123,18.919,1.605,1.754
124,18.485,1.605,1.724
125,17.631,1.605,1.665
126,16.775,1.605,1.605
127,16.341,1.605,1.575
128,15.914,1.605,1.545
129,15.487,1.605,1.515
130,14.628,1.605,1.454
131,14.195,1.605,1.423
132,13.767,1.605,1.393
133,12.904,1.605,1.331
134,12.473,1.605,1.301
135,12.048,1.605,1.27
136,11.617,1.605,1.239
137,11.185,1.605,1.208
138,10.76,1.605,1.178
139,10.327,1.605,1.147
140,10.097,1.605,1.131
141,9.992,1.605,1.123
142,25.519,1.758,2.071
143,25.068,1.758,2.045
144,24.633,1.758,2.019
145,24.191,1.758,1.995
146,23.778,1.758,1.967
147,23.351,1.758,1.941
148,22.939,1.758,1.916
149,22.512,1.758,1.89
150,22.091,1.758,1.865
151,21.666,1.758,1.838
152,21.233,1.758,1.812
153,20.806,1.758,1.786
154,20.378,1.758,1.76
155,19.949,1.758,1.734
156,19.52,1.758,1.707
157,19.095,1.758,1.681
158,18.663,1.758,1.654
159,18.236,1.758,1.628
160,17.807,1.758,1.601
161,17.38,1.758,1.575
162,16.953,1.758,1.548
163,16.523,1.758,1.522
164,16.096,1.758,1.495
165,15.665,1.758,1.468
166,15.24,1.758,1.441
167,14.806,1.758,1.414
168,14.383,1.758,1.388
169,13.95,1.758,1.361
170,13.521,1.758,1.334
171,12.881,1.758,1.307
172,12.664,1.758,1.28
173,12.237,1.758,1.254
174,11.808,1.758,1.227
175,11.385,1.758,1.2
176,10.956,1.758,1.174
177,10.526,1.758,1.148
178,10.099,1.758,1.121
179,9.826,1.758,1.105
180,9.691,1.758,1.097
181,9.41,1.758,1.08
182,25.506,1.912,1.982
183,25.086,1.912,1.959
184,24.654,1.912,1.935
185,24.233,1.912,1.912
186,23.806,1.912,1.888
187,23.379,1.912,1.865
188,22.95,1.912,1.841
189,22.525,1.912,1.817
190,22.087,1.912,1.793
191,21.664,1.912,1.769
192,21.239,1.912,1.746
193,20.812,1.912,1.722
194,20.385,1.912,1.698
195,19.953,1.912,1.674
196,19.522,1.912,1.65
197,19.099,1.912,1.626
198,18.666,1.912,1.601
199,18.238,1.912,1.577
200,17.809,1.912,1.553
201,17.382,1.912,1.529
202,16.951,1.912,1.505
203,16.526,1.912,1.481
204,16.096,1.912,1.456
205,15.667,1.912,1.432
206,15.24,1.912,1.408
207,14.811,1.912,1.383
208,14.377,1.912,1.359
209,13.95,1.912,1.335
210,13.523,1.912,1.311
211,13.091,1.912,1.287
212,12.662,1.912,1.262
213,12.233,1.912,1.239
214,11.805,1.912,1.215
215,11.374,1.912,1.191
216,10.945,1.912,1.168
217,10.515,1.912,1.144
218,10.09,1.912,1.121
219,9.659,1.912,1.098
220,9.313,1.912,1.08
221,9.054,1.912,1.066
222,25.515,2.106,1.895
223,25.086,2.106,1.875
224,24.652,2.106,1.853
225,24.227,2.106,1.832
226,23.798,2.106,1.81
227,23.368,2.106,1.789
228,22.943,2.106,1.768
229,22.518,2.106,1.746
230,22.087,2.106,1.725
231,21.664,2.106,1.703
232,21.231,2.106,1.682
233,20.808,2.106,1.66
234,20.376,2.106,1.638
235,19.949,2.106,1.617
236,19.52,2.106,1.595
237,19.093,2.106,1.574
238,18.663,2.106,1.552
239,18.232,2.106,1.53
240,17.805,2.106,1.509
241,17.172,2.106,1.477
242,16.948,2.106,1.466
243,16.521,2.106,1.444
244,16.09,2.106,1.423
245,15.663,2.106,1.401
246,15.233,2.106,1.38
247,14.804,2.106,1.358
248,14.375,2.106,1.337
249,13.95,2.106,1.316
250,13.518,2.106,1.294
251,13.089,2.106,1.273
252,12.66,2.106,1.252
253,12.23,2.106,1.231
254,11.803,2.106,1.211
255,11.374,2.106,1.19
256,10.945,2.106,1.17
257,10.515,2.106,1.15
258,10.086,2.106,1.13
259,9.657,2.106,1.111
260,9.228,2.106,1.092
261,8.798,2.106,1.074
262,22.115,1.67,1.884
263,21.683,1.67,1.855
264,21.266,1.67,1.828
265,20.836,1.67,1.8
266,20.421,1.67,1.774
267,19.976,1.67,1.746
268,19.555,1.67,1.717
269,19.125,1.67,1.69
270,18.7,1.67,1.662
271,18.254,1.67,1.633
272,17.822,1.67,1.605
273,17.386,1.67,1.577
274,16.96,1.67,1.549
275,16.52,1.67,1.52
276,16.085,1.67,1.491
277,15.662,1.67,1.464
278,15.23,1.67,1.435
279,14.802,1.67,1.407
280,14.348,1.67,1.377
281,13.914,1.67,1.349
282,13.497,1.67,1.321
283,13.061,1.67,1.292
284,12.615,1.67,1.263
285,12.188,1.67,1.235
286,11.749,1.67,1.206
287,11.317,1.67,1.177
288,10.885,1.67,1.149
289,10.44,1.67,1.12
290,10.006,1.67,1.091
291,9.569,1.67,1.063
292,8.968,1.67,1.025
293,8.314,1.67,0.983
294,7.663,1.67,0.943
295,7.003,1.67,0.904
296,6.503,1.67,0.876
297,22.119,1.832,1.801
298,21.687,1.832,1.775
299,21.26,1.832,1.751
300,20.819,1.832,1.725
301,20.395,1.832,1.701
302,19.981,1.832,1.676
303,19.546,1.832,1.65
304,19.119,1.832,1.625
305,18.674,1.832,1.599
306,18.254,1.832,1.575
307,17.818,1.832,1.549
308,16.949,1.832,1.498
309,16.085,1.832,1.447
310,15.653,1.832,1.421
311,14.78,1.832,1.37
312,14.346,1.832,1.345
313,13.484,1.832,1.294
314,13.045,1.832,1.268
315,12.611,1.832,1.242
316,11.745,1.832,1.192
317,11.311,1.832,1.167
318,10.876,1.832,1.142
319,10.759,1.832,1.135
320,9.999,1.832,1.092
321,9.565,1.832,1.068
322,8.284,1.832,0.999
323,7.628,1.832,0.965
324,6.974,1.832,0.934
325,6.34,1.832,0.907
326,22.13,1.994,1.734
327,21.69,1.994,1.711
328,21.273,1.994,1.688
329,20.843,1.994,1.666
330,20.4,1.994,1.642
331,19.972,1.994,1.619
332,19.538,1.994,1.597
333,19.103,1.994,1.573
334,18.671,1.994,1.549
335,18.252,1.994,1.527
336,17.379,1.994,1.481
337,16.945,1.994,1.458
338,16.517,1.994,1.434
339,16.081,1.994,1.411
340,15.649,1.994,1.388
341,14.782,1.994,1.342
342,14.342,1.994,1.318
343,13.91,1.994,1.295
344,13.475,1.994,1.275
345,13.041,1.994,1.25
346,12.607,1.994,1.227
347,12.17,1.994,1.204
348,11.74,1.994,1.182
349,11.304,1.994,1.16
350,10.865,1.994,1.138
351,10.429,1.994,1.116
352,9.995,1.994,1.094
353,9.558,1.994,1.073
354,8.922,1.994,1.03
355,8.268,1.994,1.013
356,7.617,1.994,0.986
357,6.963,1.994,0.96
358,6.321,1.994,0.937
359,6.01,1.994,0.926
360,22.139,2.179,1.669
361,21.683,2.179,1.648
362,21.27,2.179,1.628
363,20.836,2.179,1.608
364,20.411,2.179,1.587
365,19.974,2.179,1.566
366,19.533,2.179,1.546
367,19.116,2.179,1.525
368,18.684,2.179,1.504
369,18.241,2.179,1.483
370,17.809,2.179,1.462
