time,PC,TC,P,T,Z
3519,5.531,201.874,9,334.5,0.9213
3520,5.531,201.874,10,334.5,0.9111
3521,5.531,201.874,11,334.5,0.9016
3522,5.531,201.874,12,334.5,0.8935
3523,5.531,201.874,13,334.5,0.8867
3524,5.531,201.874,14,334.5,0.8812
3525,5.531,201.874,15,334.5,0.8774
3526,5.531,201.874,16,334.5,0.8755
3527,5.531,201.874,17,334.5,0.8746
3528,5.531,201.874,18,334.5,0.875
3529,5.531,201.874,19,334.5,0.8765
3530,5.531,201.874,20,334.5,0.879
3531,5.531,201.874,21,334.5,0.8825
3532,5.531,201.874,22.29,334.5,0.8881
3533,5.531,201.874,9,343,0.9326
3534,5.531,201.874,10,343,0.9237
3535,5.531,201.874,11,343,0.9149
3536,5.531,201.874,12,343,0.9073
3537,5.531,201.874,13,343,0.9007
3538,5.531,201.874,14,343,0.8959
3539,5.531,201.874,15,343,0.8927
3540,5.531,201.874,16,343,0.8906
3541,5.531,201.874,17,343,0.8892
3542,5.531,201.874,18,343,0.8888
3543,5.531,201.874,19,343,0.8898
3544,5.531,201.874,20,343,0.8916
3545,5.531,201.874,21,343,0.8944
3546,5.531,201.874,22.29,343,0.8999
3547,5.531,201.874,9,353,0.9438
3548,5.531,201.874,10,353,0.9351
3549,5.531,201.874,11,353,0.9271
3550,5.531,201.874,12,353,0.9199
3551,5.531,201.874,13,353,0.9154
3552,5.531,201.874,14,353,0.9106
3553,5.531,201.874,15,353,0.9075
3554,5.531,201.874,16,353,0.9059
3555,5.531,201.874,17,353,0.905
3556,5.531,201.874,18,353,0.905
3557,5.531,201.874,19,353,0.9056
3558,5.531,201.874,20,353,0.9071
3559,5.531,201.874,21,353,0.9097
3560,5.531,201.874,22.29,353,0.9146
3561,5.531,201.874,9,363,0.9523
3562,5.531,201.874,10,363,0.9436
3563,5.531,201.874,11,363,0.9365
3564,5.531,201.874,12,363,0.93
3565,5.531,201.874,13,363,0.9251
3566,5.531,201.874,14,363,0.9209
3567,5.531,201.874,15,363,0.9184
3568,5.531,201.874,16,363,0.9169
3569,5.531,201.874,17,363,0.9157
3570,5.531,201.874,18,363,0.9159
3571,5.531,201.874,19,363,0.9168
3572,5.531,201.874,20,363,0.9188
3573,5.531,201.874,21,363,0.9216
3574,5.531,201.874,22.29,363,0.9262
3575,5.124,197.633,8,324,0.9105
3576,5.124,197.633,9,324,0.8982
3577,5.124,197.633,10,324,0.8876
3578,5.124,197.633,11,324,0.8792
3579,5.124,197.633,12,324,0.8728
3580,5.124,197.633,13,324,0.8676
3581,5.124,197.633,14,324,0.8643
3582,5.124,197.633,15,324,0.8624
3583,5.124,197.633,16,324,0.8622
3584,5.124,197.633,17,324,0.8622
3585,5.124,197.633,18,324,0.8637
3586,5.124,197.633,19,324,0.866
3587,5.124,197.633,20,324,0.87
3588,5.124,197.633,21,324,0.8745
3589,5.124,197.633,22,324,0.8805
3590,5.124,197.633,8,334,0.9255
3591,5.124,197.633,9,334,0.9147
3592,5.124,197.633,10,334,0.9047
3593,5.124,197.633,11,334,0.8963
3594,5.124,197.633,12,334,0.8902
3595,5.124,197.633,13,334,0.8847
3596,5.124,197.633,14,334,0.8806
3597,5.124,197.633,15,334,0.8786
3598,5.124,197.633,16,334,0.8774
3599,5.124,197.633,17,334,0.8778
3600,5.124,197.633,18,334,0.8798
3601,5.124,197.633,19,334,0.8828
3602,5.124,197.633,20,334,0.8864
3603,5.124,197.633,21,334,0.8915
3604,5.124,197.633,22,334,0.8976
3605,5.124,197.633,8,344,0.937
3606,5.124,197.633,9,344,0.9268
3607,5.124,197.633,10,344,0.9176
3608,5.124,197.633,11,344,0.9103
3609,5.124,197.633,12,344,0.9044
3610,5.124,197.633,13,344,0.8994
3611,5.124,197.633,14,344,0.8954
3612,5.124,197.633,15,344,0.8926
3613,5.124,197.633,16,344,0.8925
3614,5.124,197.633,17,344,0.8933
3615,5.124,197.633,18,344,0.895
3616,5.124,197.633,19,344,0.8982
3617,5.124,197.633,20,344,0.9022
3618,5.124,197.633,21,344,0.908
3619,5.124,197.633,22,344,0.915
3620,5.124,197.633,8,354,0.9439
3621,5.124,197.633,9,354,0.9356
3622,5.124,197.633,10,354,0.9275
3623,5.124,197.633,11,354,0.9209
3624,5.124,197.633,12,354,0.9151
3625,5.124,197.633,13,354,0.9102
3626,5.124,197.633,14,354,0.9065
3627,5.124,197.633,15,354,0.904
3628,5.124,197.633,16,354,0.9038
3629,5.124,197.633,17,354,0.9048
3630,5.124,197.633,18,354,0.9072
3631,5.124,197.633,19,354,0.9109
3632,5.124,197.633,20,354,0.916
3633,5.124,197.633,21,354,0.9214
3634,5.124,197.633,22,354,0.9283
3635,5.124,197.633,8,364,0.9527
3636,5.124,197.633,9,364,0.9448
3637,5.124,197.633,10,364,0.9372
3638,5.124,197.633,11,364,0.9312
3639,5.124,197.633,12,364,0.9264
3640,5.124,197.633,13,364,0.9219
3641,5.124,197.633,14,364,0.9189
3642,5.124,197.633,15,364,0.9166
3643,5.124,197.633,16,364,0.9151
3644,5.124,197.633,17,364,0.916
3645,5.124,197.633,18,364,0.9177
3646,5.124,197.633,19,364,0.9217
3647,5.124,197.633,20,364,0.9262
3648,5.124,197.633,21,364,0.9317
3649,5.124,197.633,22,364,0.9388
3650,5.523,201.662,8,318,0.9099
3651,5.523,201.662,9,318,0.8975
3652,5.523,201.662,10,318,0.8863
3653,5.523,201.662,11,318,0.8766
3654,5.523,201.662,12,318,0.8683
3655,5.523,201.662,13,318,0.8615
3656,5.523,201.662,14,318,0.8562
3657,5.523,201.662,15,318,0.8523
3658,5.523,201.662,16,318,0.8497
3659,5.523,201.662,17,318,0.8487
3660,5.523,201.662,18,318,0.8489
3661,5.523,201.662,19,318,0.8503
3662,5.523,201.662,20,318,0.8526
3663,5.523,201.662,21,318,0.8566
3664,5.523,201.662,22,318,0.8614
3665,5.523,201.662,23,318,0.8675
3666,5.523,201.662,24.11,318,0.8755
3667,5.523,201.662,8,328,0.9275
3668,5.523,201.662,9,328,0.9174
3669,5.523,201.662,10,328,0.9076
3670,5.523,201.662,11,328,0.899
3671,5.523,201.662,12,328,0.8907
3672,5.523,201.662,13,328,0.8844
3673,5.523,201.662,14,328,0.8792
3674,5.523,201.662,15,328,0.8755
3675,5.523,201.662,16,328,0.8734
3676,5.523,201.662,17,328,0.8723
3677,5.523,201.662,18,328,0.8723
3678,5.523,201.662,19,328,0.8735
3679,5.523,201.662,20,328,0.8758
3680,5.523,201.662,21,328,0.8791
3681,5.523,201.662,22,328,0.8835
3682,5.523,201.662,23,328,0.8888
3683,5.523,201.662,24.11,328,0.8964
3684,5.523,201.662,8,338,0.9374
3685,5.523,201.662,9,338,0.9281
3686,5.523,201.662,10,338,0.919
3687,5.523,201.662,11,338,0.9119
3688,5.523,201.662,12,338,0.9044
3689,5.523,201.662,13,338,0.8991
3690,5.523,201.662,14,338,0.8945
3691,5.523,201.662,15,338,0.8917
3692,5.523,201.662,16,338,0.8899
3693,5.523,201.662,17,338,0.8892
3694,5.523,201.662,18,338,0.8891
3695,5.523,201.662,19,338,0.8902
3696,5.523,201.662,20,338,0.8919
3697,5.523,201.662,21,338,0.8952
3698,5.523,201.662,22,338,0.8987
3699,5.523,201.662,23,338,0.9033
3700,5.523,201.662,24.11,338,0.9103
3701,5.523,201.662,8,348,0.9466
3702,5.523,201.662,9,348,0.9384
3703,5.523,201.662,10,348,0.9303
3704,5.523,201.662,11,348,0.9244
3705,5.523,201.662,12,348,0.9179
3706,5.523,201.662,13,348,0.9132
3707,5.523,201.662,14,348,0.91
3708,5.523,201.662,15,348,0.9073
3709,5.523,201.662,16,348,0.9057
3710,5.523,201.662,17,348,0.9051
3711,5.523,201.662,18,348,0.9052
3712,5.523,201.662,19,348,0.9063
3713,5.523,201.662,20,348,0.9086
3714,5.523,201.662,21,348,0.9114
3715,5.523,201.662,22,348,0.9153
3716,5.523,201.662,23,348,0.9197
3717,5.523,201.662,24.11,348,0.9256
3718,5.523,201.662,9,357.89,0.9505
3719,5.523,201.662,10,357.89,0.9431
3720,5.523,201.662,11,357.89,0.9376
3721,5.523,201.662,12,357.89,0.9326
3722,5.523,201.662,13,357.89,0.9283
3723,5.523,201.662,14,357.89,0.9254
3724,5.523,201.662,15,357.89,0.9239
3725,5.523,201.662,16,357.89,0.9221
3726,5.523,201.662,17,357.89,0.9216
3727,5.523,201.662,18,357.89,0.9217
3728,5.523,201.662,19,357.89,0.9228
3729,5.523,201.662,20,357.89,0.9245
3730,5.523,201.662,21,357.89,0.9271
3731,5.523,201.662,22,357.89,0.9302
3732,5.523,201.662,23,357.89,0.9345
3733,5.523,201.662,24.11,357.89,0.9401
3734,5.581,202.231,8,333,0.922
3735,5.581,202.231,9,333,0.9139
3736,5.581,202.231,10,333,0.9067
3737,5.581,202.231,11,333,0.8999
3738,5.581,202.231,12,333,0.8935
3739,5.581,202.231,13,333,0.8882
3740,5.581,202.231,14,333,0.8839
3741,5.581,202.231,15,333,0.8805
3742,5.581,202.231,16,333,0.8782
3743,5.581,202.231,17,333,0.8767
3744,5.581,202.231,18,333,0.8764
3745,5.581,202.231,19,333,0.8769
3746,5.581,202.231,20,333,0.8787
3747,5.581,202.231,21,333,0.8815
3748,5.581,202.231,22,333,0.8849
3749,5.581,202.231,23,333,0.8892
3750,5.581,202.231,23.69,333,0.893
3751,5.581,202.231,9,343,0.9301
3752,5.581,202.231,10,343,0.9226
3753,5.581,202.231,11,343,0.9159
3754,5.581,202.231,12,343,0.9097
3755,5.581,202.231,13,343,0.9046
3756,5.581,202.231,14,343,0.9002
3757,5.581,202.231,15,343,0.8968
3758,5.581,202.231,16,343,0.895
3759,5.581,202.231,17,343,0.894
3760,5.581,202.231,18,343,0.8942
3761,5.581,202.231,19,343,0.8951
3762,5.581,202.231,20,343,0.8973
3763,5.581,202.231,21,343,0.9003
3764,5.581,202.231,22,343,0.9038
3765,5.581,202.231,23,343,0.9085
3766,5.581,202.231,23.69,343,0.9115
3767,5.581,202.231,9,353,0.9405
3768,5.581,202.231,10,353,0.9333
3769,5.581,202.231,11,353,0.9277
3770,5.581,202.231,12,353,0.9226
3771,5.581,202.231,13,353,0.9182
3772,5.581,202.231,14,353,0.915
3773,5.581,202.231,15,353,0.9126
3774,5.581,202.231,16,353,0.9112
3775,5.581,202.231,17,353,0.9108
3776,5.581,202.231,18,353,0.9113
3777,5.581,202.231,19,353,0.9123
3778,5.581,202.231,20,353,0.9144
3779,5.581,202.231,21,353,0.9172
3780,5.581,202.231,22,353,0.9206
3781,5.581,202.231,23,353,0.9242
3782,5.581,202.231,23.69,353,0.9269
3783,5.581,202.231,9,363,0.9513
3784,5.581,202.231,10,363,0.9451
3785,5.581,202.231,11,363,0.9398
3786,5.581,202.231,12,363,0.9348
3787,5.581,202.231,13,363,0.9309
3788,5.581,202.231,14,363,0.9284
3789,5.581,202.231,15,363,0.9263
3790,5.581,202.231,16,363,0.9252
3791,5.581,202.231,17,363,0.9245
3792,5.581,202.231,18,363,0.9249
3793,5.581,202.231,19,363,0.9263
3794,5.581,202.231,20,363,0.928
3795,5.581,202.231,21,363,0.9304
3796,5.581,202.231,22,363,0.9332
3797,5.581,202.231,23,363,0.9366
3798,5.581,202.231,23.69,363,0.9391
3799,5.581,202.231,10,372.41,0.956
3800,5.581,202.231,11,372.41,0.9504
3801,5.581,202.231,12,372.41,0.9457
3802,5.581,202.231,13,372.41,0.9423
3803,5.581,202.231,14,372.41,0.9396
3804,5.581,202.231,15,372.41,0.9379
3805,5.581,202.231,16,372.41,0.9368
3806,5.581,202.231,17,372.41,0.9363
3807,5.581,202.231,18,372.41,0.9369
3808,5.581,202.231,19,372.41,0.938
3809,5.581,202.231,20,372.41,0.9398
3810,5.581,202.231,21,372.41,0.942
3811,5.581,202.231,22,372.41,0.9453
3812,5.581,202.231,23,372.41,0.949
3813,5.581,202.231,23.69,372.41,0.952
3814,5.426,200.383,8,313.5,0.8991
3815,5.426,200.383,9,313.5,0.8873
3816,5.426,200.383,10,313.5,0.8768
3817,5.426,200.383,11,313.5,0.867
3818,5.426,200.383,12,313.5,0.8581
3819,5.426,200.383,13,313.5,0.851
3820,5.426,200.383,14,313.5,0.8453
3821,5.426,200.383,15,313.5,0.8415
3822,5.426,200.383,16,313.5,0.8391
3823,5.426,200.383,17,313.5,0.8379
3824,5.426,200.383,18,313.5,0.8377
3825,5.426,200.383,19,313.5,0.8386
3826,5.426,200.383,20,313.5,0.8412
3827,5.426,200.383,21,313.5,0.8443
3828,5.426,200.383,22,313.5,0.8496
3829,5.426,200.383,23,313.5,0.8554
3830,5.426,200.383,24.12,313.5,0.8627
3831,5.426,200.383,8,323.5,0.9104
3832,5.426,200.383,9,323.5,0.8997
3833,5.426,200.383,10,323.5,0.89
3834,5.426,200.383,11,323.5,0.8812
3835,5.426,200.383,12,323.5,0.8733
3836,5.426,200.383,13,323.5,0.8666
3837,5.426,200.383,14,323.5,0.8615
3838,5.426,200.383,15,323.5,0.8583
3839,5.426,200.383,16,323.5,0.856
3840,5.426,200.383,17,323.5,0.8555
3841,5.426,200.383,18,323.5,0.8559
3842,5.426,200.383,19,323.5,0.8571
3843,5.426,200.383,20,323.5,0.8594
3844,5.426,200.383,21,323.5,0.8626
3845,5.426,200.383,22,323.5,0.8672
3846,5.426,200.383,23,323.5,0.8719
3847,5.426,200.383,24.12,323.5,0.8789
3848,5.426,200.383,9,337,0.9225
3849,5.426,200.383,10,337,0.9144
3850,5.426,200.383,11,337,0.9066
3851,5.426,200.383,12,337,0.9
3852,5.426,200.383,13,337,0.8944
3853,5.426,200.383,14,337,0.8897
3854,5.426,200.383,15,337,0.8859
3855,5.426,200.383,16,337,0.8836
3856,5.426,200.383,17,337,0.8821
3857,5.426,200.383,18,337,0.882
3858,5.426,200.383,19,337,0.8833
3859,5.426,200.383,20,337,0.8858
3860,5.426,200.383,21,337,0.8887
3861,5.426,200.383,22,337,0.8927
3862,5.426,200.383,23,337,0.8969
3863,5.426,200.383,24.12,337,0.9029
3864,5.426,200.383,9,347,0.9347
3865,5.426,200.383,10,347,0.9269
3866,5.426,200.383,11,347,0.92
3867,5.426,200.383,12,347,0.9139
3868,5.426,200.383,13,347,0.909
3869,5.426,200.383,14,347,0.9058
3870,5.426,200.383,15,347,0.903
3871,5.426,200.383,16,347,0.9015
3872,5.426,200.383,17,347,0.9008
3873,5.426,200.383,18,347,0.9008
3874,5.426,200.383,19,347,0.9019
3875,5.426,200.383,20,347,0.9039
3876,5.426,200.383,21,347,0.9064
3877,5.426,200.383,22,347,0.9097
3878,5.426,200.383,23,347,0.9138
3879,5.426,200.383,24.12,347,0.9193
3880,5.426,200.383,9,356.45,0.9481
3881,5.426,200.383,10,356.45,0.9405
3882,5.426,200.383,11,356.45,0.9343
3883,5.426,200.383,12,356.45,0.9294
3884,5.426,200.383,13,356.45,0.9247
3885,5.426,200.383,14,356.45,0.9219
3886,5.426,200.383,15,356.45,0.9195
3887,5.426,200.383,16,356.45,0.9185
3888,5.426,200.383,17,356.45,0.9173
3889,5.426,200.383,18,356.45,0.9172
3890,5.426,200.383,19,356.45,0.9183
3891,5.426,200.383,20,356.45,0.9204
3892,5.426,200.383,21,356.45,0.9228
3893,5.426,200.383,22,356.45,0.926
3894,5.426,200.383,23,356.45,0.9296
3895,5.426,200.383,24.12,356.45,0.9346
3896,5.518,201.467,7,320,0.9508
3897,5.518,201.467,8,320,0.9349
3898,5.518,201.467,9,320,0.9215
3899,5.518,201.467,10,320,0.9083
3900,5.518,201.467,11,320,0.8961
3901,5.518,201.467,12,320,0.8844
3902,5.518,201.467,13,320,0.8744
3903,5.518,201.467,14,320,0.8665
3904,5.518,201.467,15,320,0.8596
3905,5.518,201.467,16,320,0.854
3906,5.518,201.467,17,320,0.8496
3907,5.518,201.467,18,320,0.8466
3908,5.518,201.467,19,320,0.8443
3909,5.518,201.467,20,320,0.8437
3910,5.518,201.467,21,320,0.8444
3911,5.518,201.467,22,320,0.8462
3912,5.518,201.467,23,320,0.8496
3913,5.518,201.467,24,320,0.8543
3914,5.518,201.467,25,320,0.8598
3915,5.518,201.467,25.86,320,0.8654
3916,5.518,201.467,7,329.5,0.9663
3917,5.518,201.467,8,329.5,0.9547
3918,5.518,201.467,9,329.5,0.9447
3919,5.518,201.467,10,329.5,0.9346
3920,5.518,201.467,11,329.5,0.9253
3921,5.518,201.467,12,329.5,0.9166
3922,5.518,201.467,13,329.5,0.909
3923,5.518,201.467,14,329.5,0.9028
3924,5.518,201.467,15,329.5,0.8978
3925,5.518,201.467,16,329.5,0.8934
3926,5.518,201.467,17,329.5,0.8914
3927,5.518,201.467,18,329.5,0.8899
3928,5.518,201.467,19,329.5,0.8892
3929,5.518,201.467,20,329.5,0.8898
3930,5.518,201.467,21,329.5,0.8912
3931,5.518,201.467,22,329.5,0.8937
3932,5.518,201.467,23,329.5,0.8975
3933,5.518,201.467,24,329.5,0.903
3934,5.518,201.467,25,329.5,0.9092
3935,5.518,201.467,25.86,329.5,0.9161
3936,5.518,201.467,7,337,0.9746
3937,5.518,201.467,8,337,0.9641
3938,5.518,201.467,9,337,0.9556
3939,5.518,201.467,10,337,0.9473
3940,5.518,201.467,11,337,0.9392
3941,5.518,201.467,12,337,0.9307
3942,5.518,201.467,13,337,0.9241
3943,5.518,201.467,14,337,0.9186
3944,5.518,201.467,15,337,0.9152
3945,5.518,201.467,16,337,0.9132
3946,5.518,201.467,17,337,0.9122
3947,5.518,201.467,18,337,0.912
3948,5.518,201.467,19,337,0.9126
3949,5.518,201.467,20,337,0.9143
3950,5.518,201.467,21,337,0.9172
3951,5.518,201.467,22,337,0.9209
3952,5.518,201.467,23,337,0.9254
3953,5.518,201.467,24,337,0.9308
3954,5.518,201.467,25,337,0.9366
3955,5.518,201.467,25.86,337,0.9427
3956,5.518,201.467,7,346,0.9822
3957,5.518,201.467,8,346,0.9729
3958,5.518,201.467,9,346,0.9647
3959,5.518,201.467,10,346,0.9568
3960,5.518,201.467,11,346,0.9505
3961,5.518,201.467,12,346,0.944
3962,5.518,201.467,13,346,0.9392
3963,5.518,201.467,14,346,0.9345
3964,5.518,201.467,15,346,0.9317
3965,5.518,201.467,16,346,0.9298
3966,5.518,201.467,17,346,0.9287
3967,5.518,201.467,18,346,0.9286
3968,5.518,201.467,19,346,0.9301
3969,5.518,201.467,20,346,0.9319
3970,5.518,201.467,21,346,0.935
3971,5.518,201.467,22,346,0.9387
3972,5.518,201.467,23,346,0.9437
3973,5.518,201.467,24,346,0.9484
3974,5.518,201.467,25,346,0.9544
3975,5.518,201.467,25.86,346,0.9599
3976,5.518,201.467,7,355.9,0.9948
3977,5.518,201.467,8,355.9,0.9861
3978,5.518,201.467,9,355.9,0.9792
3979,5.518,201.467,10,355.9,0.9725
3980,5.518,201.467,11,355.9,0.9669
3981,5.518,201.467,12,355.9,0.9616
3982,5.518,201.467,13,355.9,0.9572
3983,5.518,201.467,14,355.9,0.9537
3984,5.518,201.467,15,355.9,0.9507
3985,5.518,201.467,16,355.9,0.9488
3986,5.518,201.467,17,355.9,0.9477
3987,5.518,201.467,18,355.9,0.947
3988,5.518,201.467,19,355.9,0.948
3989,5.518,201.467,20,355.9,0.9496
3990,5.518,201.467,21,355.9,0.9519
3991,5.518,201.467,22,355.9,0.9557
3992,5.518,201.467,23,355.9,0.9596
3993,5.518,201.467,24,355.9,0.9654
3994,5.518,201.467,25,355.9,0.9709
3995,5.518,201.467,25.86,355.9,0.9767
3996,5.736,203.989,8,315,0.8919
3997,5.736,203.989,9,315,0.8815
3998,5.736,203.989,10,315,0.8713
3999,5.736,203.989,11,315,0.8619
4000,5.736,203.989,12,315,0.8534
4001,5.736,203.989,13,315,0.8458
4002,5.736,203.989,14,315,0.84
4003,5.736,203.989,15,315,0.8352
4004,5.736,203.989,16,315,0.8323
4005,5.736,203.989,17,315,0.8314
4006,5.736,203.989,18,315,0.8321
4007,5.736,203.989,19,315,0.8338
4008,5.736,203.989,20,315,0.8374
4009,5.736,203.989,21,315,0.8419
4010,5.736,203.989,22.797,315,0.8535
4011,5.736,203.989,8,325,0.9094
4012,5.736,203.989,9,325,0.9008
4013,5.736,203.989,10,325,0.8924
4014,5.736,203.989,11,325,0.8847
4015,5.736,203.989,12,325,0.8775
4016,5.736,203.989,13,325,0.8709
4017,5.736,203.989,14,325,0.8652
4018,5.736,203.989,15,325,0.8611
4019,5.736,203.989,16,325,0.8584
4020,5.736,203.989,17,325,0.8574
4021,5.736,203.989,18,325,0.8574
4022,5.736,203.989,19,325,0.8587
4023,5.736,203.989,20,325,0.8608
4024,5.736,203.989,21,325,0.8648
4025,5.736,203.989,22.797,325,0.8739
4026,5.736,203.989,8,335,0.9226
4027,5.736,203.989,9,335,0.9145
4028,5.736,203.989,10,335,0.9071
4029,5.736,203.989,11,335,0.9002
4030,5.736,203.989,12,335,0.8942
4031,5.736,203.989,13,335,0.8884
4032,5.736,203.989,14,335,0.884
4033,5.736,203.989,15,335,0.8806
4034,5.736,203.989,16,335,0.8781
4035,5.736,203.989,17,335,0.8765
4036,5.736,203.989,18,335,0.8761
4037,5.736,203.989,19,335,0.8767
4038,5.736,203.989,20,335,0.8785
4039,5.736,203.989,21,335,0.8813
4040,5.736,203.989,22.797,335,0.8907
4041,5.736,203.989,8,344.69,0.9367
4042,5.736,203.989,9,344.69,0.9297
4043,5.736,203.989,10,344.69,0.9225
4044,5.736,203.989,11,344.69,0.9165
4045,5.736,203.989,12,344.69,0.9111
4046,5.736,203.989,13,344.69,0.9063
4047,5.736,203.989,14,344.69,0.9018
4048,5.736,203.989,15,344.69,0.8989
4049,5.736,203.989,16,344.69,0.8967
4050,5.736,203.989,17,344.69,0.8957
4051,5.736,203.989,18,344.69,0.8956
4052,5.736,203.989,19,344.69,0.8968
4053,5.736,203.989,20,344.69,0.8992
4054,5.736,203.989,21,344.69,0.9019
4055,5.736,203.989,22.797,344.69,0.9096
4056,5.431,200.701,7,320,0.9035
4057,5.431,200.701,8,320,0.8937
4058,5.431,200.701,9,320,0.8846
4059,5.431,200.701,10,320,0.8761
4060,5.431,200.701,11,320,0.8685
4061,5.431,200.701,12,320,0.8612
4062,5.431,200.701,13,320,0.8552
4063,5.431,200.701,14,320,0.8499
4064,5.431,200.701,15,320,0.8461
4065,5.431,200.701,16,320,0.8438
4066,5.431,200.701,17,320,0.8424
4067,5.431,200.701,18,320,0.8425
4068,5.431,200.701,19,320,0.8436
4069,5.431,200.701,20,320,0.8456
4070,5.431,200.701,21,320,0.8497
4071,5.431,200.701,22,320,0.8541
4072,5.431,200.701,23.93,320,0.8645
4073,5.431,200.701,8,327.1,0.912
4074,5.431,200.701,9,327.1,0.902
4075,5.431,200.701,10,327.1,0.8934
4076,5.431,200.701,11,327.1,0.8856
4077,5.431,200.701,12,327.1,0.8787
4078,5.431,200.701,13,327.1,0.8725
4079,5.431,200.701,14,327.1,0.8672
4080,5.431,200.701,15,327.1,0.8634
4081,5.431,200.701,16,327.1,0.8611
4082,5.431,200.701,17,327.1,0.8597
4083,5.431,200.701,18,327.1,0.8592
4084,5.431,200.701,19,327.1,0.8599
4085,5.431,200.701,20,327.1,0.8616
4086,5.431,200.701,21,327.1,0.8652
4087,5.431,200.701,22,327.1,0.8702
4088,5.431,200.701,23.93,327.1,0.8808
4089,5.431,200.701,8,340,0.93
4090,5.431,200.701,9,340,0.9217
4091,5.431,200.701,10,340,0.914
4092,5.431,200.701,11,340,0.9067
4093,5.431,200.701,12,340,0.9004
4094,5.431,200.701,13,340,0.8956
4095,5.431,200.701,14,340,0.8905
4096,5.431,200.701,15,340,0.8878
4097,5.431,200.701,16,340,0.8855
4098,5.431,200.701,17,340,0.8839
4099,5.431,200.701,18,340,0.8839
4100,5.431,200.701,19,340,0.8846
4101,5.431,200.701,20,340,0.8865
4102,5.431,200.701,21,340,0.8892
4103,5.431,200.701,22,340,0.8936
4104,5.431,200.701,23.93,340,0.9029
4105,5.431,200.701,8,349.3,0.9427
4106,5.431,200.701,9,349.3,0.9353
4107,5.431,200.701,10,349.3,0.9282
4108,5.431,200.701,11,349.3,0.9222
4109,5.431,200.701,12,349.3,0.9164
4110,5.431,200.701,13,349.3,0.9113
4111,5.431,200.701,14,349.3,0.9068
4112,5.431,200.701,15,349.3,0.903
4113,5.431,200.701,16,349.3,0.9008
4114,5.431,200.701,17,349.3,0.8996
4115,5.431,200.701,18,349.3,0.8995
4116,5.431,200.701,19,349.3,0.9006
4117,5.431,200.701,20,349.3,0.9027
4118,5.431,200.701,21,349.3,0.9058
4119,5.431,200.701,22,349.3,0.9099
4120,5.431,200.701,23.93,349.3,0.9189
4121,4.927,196.152,8,337,0.9327
4122,4.927,196.152,9,337,0.9255
4123,4.927,196.152,10,337,0.919
4124,4.927,196.152,11,337,0.9127
4125,4.927,196.152,12,337,0.9072
4126,4.927,196.152,13,337,0.9023
4127,4.927,196.152,14,337,0.8978
4128,4.927,196.152,15,337,0.8946
4129,4.927,196.152,16,337,0.8919
4130,4.927,196.152,17,337,0.8904
4131,4.927,196.152,18,337,0.8897
4132,4.927,196.152,19,337,0.8901
4133,4.927,196.152,20,337,0.891
4134,4.927,196.152,21,337,0.8937
4135,4.927,196.152,22,337,0.8973
4136,4.927,196.152,23,337,0.9016
4137,4.927,196.152,24,337,0.9069
4138,4.927,196.152,25,337,0.9127
4139,4.927,196.152,26,337,0.919
4140,4.927,196.152,27,337,0.9261
4141,4.927,196.152,28.94,337,0.9405
4142,4.927,196.152,9,347,0.9416
4143,4.927,196.152,10,347,0.9353
4144,4.927,196.152,11,347,0.9294
4145,4.927,196.152,12,347,0.9234
4146,4.927,196.152,13,347,0.9186
4147,4.927,196.152,14,347,0.9149
4148,4.927,196.152,15,347,0.9114
4149,4.927,196.152,16,347,0.9094
4150,4.927,196.152,17,347,0.9085
4151,4.927,196.152,18,347,0.9078
4152,4.927,196.152,19,347,0.9086
4153,4.927,196.152,20,347,0.9103
4154,4.927,196.152,21,347,0.9126
4155,4.927,196.152,22,347,0.9163
4156,4.927,196.152,23,347,0.9196
4157,4.927,196.152,24,347,0.9245
4158,4.927,196.152,25,347,0.93
4159,4.927,196.152,26,347,0.9355
4160,4.927,196.152,27,347,0.9418
4161,4.927,196.152,28.94,347,0.956
4162,4.927,196.152,9,357,0.9529
4163,4.927,196.152,10,357,0.9457
4164,4.927,196.152,11,357,0.9393
4165,4.927,196.152,12,357,0.9336
4166,4.927,196.152,13,357,0.9296
4167,4.927,196.152,14,357,0.9262
4168,4.927,196.152,15,357,0.9243
4169,4.927,196.152,16,357,0.9226
4170,4.927,196.152,17,357,0.9221
4171,4.927,196.152,18,357,0.9218
4172,4.927,196.152,19,357,0.9222
4173,4.927,196.152,20,357,0.9239
4174,4.927,196.152,21,357,0.9263
4175,4.927,196.152,22,357,0.9293
4176,4.927,196.152,23,357,0.9328
4177,4.927,196.152,24,357,0.9372
4178,4.927,196.152,25,357,0.9418
4179,4.927,196.152,26,357,0.9471
4180,4.927,196.152,27,357,0.9531
4181,4.927,196.152,28.94,357,0.9651
4182,4.927,196.152,9,367,0.9618
4183,4.927,196.152,10,367,0.9552
4184,4.927,196.152,11,367,0.9497
4185,4.927,196.152,12,367,0.9448
4186,4.927,196.152,13,367,0.9408
4187,4.927,196.152,14,367,0.9376
4188,4.927,196.152,15,367,0.9358
4189,4.927,196.152,16,367,0.9343
4190,4.927,196.152,17,367,0.9338
4191,4.927,196.152,18,367,0.9338
4192,4.927,196.152,19,367,0.9344
4193,4.927,196.152,20,367,0.9362
4194,4.927,196.152,21,367,0.9387
4195,4.927,196.152,22,367,0.9418
4196,4.927,196.152,23,367,0.9457
4197,4.927,196.152,24,367,0.9503
4198,4.927,196.152,25,367,0.9553
