time,PC,TC,P,T,Z
1,4.939,199.4,6,315,0.8392
2,4.939,199.4,7,315,0.829
3,4.939,199.4,8,315,0.8195
4,4.939,199.4,9,315,0.8101
5,4.939,199.4,10,315,0.7999
6,4.939,199.4,11,315,0.7909
7,4.939,199.4,12,315,0.7822
8,4.939,199.4,13,315,0.7757
9,4.939,199.4,14,315,0.7703
10,4.939,199.4,15,315,0.7675
11,4.939,199.4,16,315,0.7665
12,4.939,199.4,17.19,315,0.7681
13,4.939,199.4,6,335,0.8675
14,4.939,199.4,7,335,0.8594
15,4.939,199.4,8.4,335,0.8497
16,4.939,199.4,9,335,0.8464
17,4.939,199.4,10,335,0.8395
18,4.939,199.4,11,335,0.8333
19,4.939,199.4,12,335,0.8271
20,4.939,199.4,12.8,335,0.8223
21,4.939,199.4,14,335,0.8177
22,4.939,199.4,15,335,0.8155
23,4.939,199.4,16,335,0.8152
24,4.939,199.4,17.19,335,0.817
25,4.939,199.4,6,297,0.8039
26,4.939,199.4,7,297,0.7918
27,4.939,199.4,8,297,0.7804
28,4.939,199.4,9,297,0.7692
29,4.939,199.4,10,297,0.7574
30,4.939,199.4,11,297,0.7469
31,4.939,199.4,12,297,0.7362
32,4.939,199.4,13.5,297,0.7239
33,4.939,199.4,14,297,0.7201
34,4.939,199.4,15,297,0.7157
35,4.939,199.4,16,297,0.7139
36,4.939,199.4,17.19,297,0.7169
37,5.87,206,6,299.4,0.8637
38,5.87,206,7,299.4,0.8473
39,5.87,206,8,299.4,0.8299
40,5.87,206,9,299.4,0.8131
41,5.87,206,10,299.4,0.7977
42,5.87,206,11,299.4,0.785
43,5.87,206,12,299.4,0.774
44,5.87,206,13,299.4,0.7647
45,5.87,206,14,299.4,0.7576
46,5.87,206,15.23,299.4,0.7522
47,5.87,206,6,319,0.8914
48,5.87,206,7,319,0.8795
49,5.87,206,8,319,0.8665
50,5.87,206,9,319,0.8544
51,5.87,206,10,319,0.8435
52,5.87,206,11,319,0.8336
53,5.87,206,12,319,0.8238
54,5.87,206,13,319,0.815
55,5.87,206,14,319,0.808
56,5.87,206,15.23,319,0.803
57,5.87,206,6,339.7,0.9242
58,5.87,206,7,339.7,0.9161
59,5.87,206,8,339.7,0.9072
60,5.87,206,9,339.7,0.8985
61,5.87,206,10,339.7,0.8912
62,5.87,206,11,339.7,0.884
63,5.87,206,12,339.7,0.877
64,5.87,206,13,339.7,0.8703
65,5.87,206,14,339.7,0.864
66,5.87,206,15.23,339.7,0.8589
67,6.166,206.8,6,292,0.8695
68,6.166,206.8,7,292,0.8517
69,6.166,206.8,8,292,0.8338
70,6.166,206.8,9,292,0.8183
71,6.166,206.8,10,292,0.8031
72,6.166,206.8,11,292,0.7885
73,6.166,206.8,12,292,0.7758
74,6.166,206.8,13,292,0.7642
75,6.166,206.8,14,292,0.754
76,6.166,206.8,15,292,0.7465
77,6.166,206.8,16,292,0.743
78,6.166,206.8,17,292,0.7424
79,6.166,206.8,18,292,0.7439
80,6.166,206.8,19,292,0.7468
81,6.166,206.8,20.732,292,0.755
82,6.166,206.8,6,316,0.9127
83,6.166,206.8,7,316,0.8996
84,6.166,206.8,8,316,0.8855
85,6.166,206.8,9,316,0.8736
86,6.166,206.8,10,316,0.8626
87,6.166,206.8,11,316,0.8521
88,6.166,206.8,12,316,0.8424
89,6.166,206.8,13,316,0.8339
90,6.166,206.8,14,316,0.8266
91,6.166,206.8,15,316,0.8204
92,6.166,206.8,16,316,0.8173
93,6.166,206.8,17,316,0.8154
94,6.166,206.8,18,316,0.8154
95,6.166,206.8,19,316,0.8166
96,6.166,206.8,20.732,316,0.8193
97,6.166,206.8,6,340.2,0.9379
98,6.166,206.8,7,340.2,0.9283
99,6.166,206.8,8,340.2,0.9184
100,6.166,206.8,9,340.2,0.91
101,6.166,206.8,10,340.2,0.9025
102,6.166,206.8,11,340.2,0.8956
103,6.166,206.8,12,340.2,0.8894
104,6.166,206.8,13,340.2,0.8845
105,6.166,206.8,14,340.2,0.8798
106,6.166,206.8,15,340.2,0.8759
107,6.166,206.8,16,340.2,0.8728
108,6.166,206.8,17,340.2,0.8703
109,6.166,206.8,18,340.2,0.8692
110,6.166,206.8,19,340.2,0.8695
111,6.166,206.8,20.732,340.2,0.8706
112,6.457,209.8,6,293.5,0.8607
113,6.457,209.8,7,293.5,0.8437
114,6.457,209.8,8,293.5,0.8257
115,6.457,209.8,9,293.5,0.8089
116,6.457,209.8,10,293.5,0.7933
117,6.457,209.8,11,293.5,0.7783
118,6.457,209.8,12,293.5,0.7644
119,6.457,209.8,13,293.5,0.753
120,6.457,209.8,14,293.5,0.744
121,6.457,209.8,15,293.5,0.7391
122,6.457,209.8,16,293.5,0.7377
123,6.457,209.8,17,293.5,0.7389
124,6.457,209.8,18,293.5,0.7418
125,6.457,209.8,19,293.5,0.7459
126,6.457,209.8,20.732,293.5,0.7562
127,6.457,209.8,6,318,0.9149
128,6.457,209.8,7,318,0.9012
129,6.457,209.8,8,318,0.8881
130,6.457,209.8,9,318,0.8764
131,6.457,209.8,10,318,0.8651
132,6.457,209.8,11,318,0.8551
133,6.457,209.8,12,318,0.8448
134,6.457,209.8,13,318,0.8365
135,6.457,209.8,14,318,0.829
136,6.457,209.8,15,318,0.8233
137,6.457,209.8,16,318,0.8199
138,6.457,209.8,17,318,0.8175
139,6.457,209.8,18,318,0.8166
140,6.457,209.8,19,318,0.8175
141,6.457,209.8,20.732,318,0.8228
142,6.457,209.8,6,340.2,0.9362
143,6.457,209.8,7,340.2,0.9271
144,6.457,209.8,8,340.2,0.919
145,6.457,209.8,9,340.2,0.911
146,6.457,209.8,10,340.2,0.9041
147,6.457,209.8,11,340.2,0.8969
148,6.457,209.8,12,340.2,0.8897
149,6.457,209.8,13,340.2,0.8835
150,6.457,209.8,14,340.2,0.8774
151,6.457,209.8,15,340.2,0.8733
152,6.457,209.8,16,340.2,0.8704
153,6.457,209.8,17,340.2,0.8681
154,6.457,209.8,18,340.2,0.867
155,6.457,209.8,19,340.2,0.8663
156,6.457,209.8,20.732,340.2,0.8683
157,6.123,206.3,7,323,0.8735
158,6.123,206.3,8,323,0.8619
159,6.123,206.3,9,323,0.8524
160,6.123,206.3,10,323,0.8429
161,6.123,206.3,11,323,0.8345
162,6.123,206.3,12,323,0.8274
163,6.123,206.3,13,323,0.822
164,6.123,206.3,14,323,0.8188
165,6.123,206.3,15,323,0.8167
166,6.123,206.3,16,323,0.8153
167,6.123,206.3,17,323,0.8155
168,6.123,206.3,18,323,0.8172
169,6.123,206.3,19,323,0.8199
170,6.123,206.3,20,323,0.8234
171,6.123,206.3,21,323,0.8279
172,6.123,206.3,22,323,0.8336
173,6.123,206.3,23.74,323,0.8462
174,6.123,206.3,7,332,0.8895
175,6.123,206.3,8,332,0.8792
176,6.123,206.3,9,332,0.8712
177,6.123,206.3,10,332,0.8632
178,6.123,206.3,11,332,0.8564
179,6.123,206.3,12,332,0.8511
180,6.123,206.3,13,332,0.8466
181,6.123,206.3,14,332,0.8434
182,6.123,206.3,15,332,0.841
183,6.123,206.3,16,332,0.839
184,6.123,206.3,17,332,0.8385
185,6.123,206.3,18,332,0.8393
186,6.123,206.3,19,332,0.8412
187,6.123,206.3,20,332,0.8439
188,6.123,206.3,21,332,0.8476
189,6.123,206.3,22,332,0.8525
190,6.123,206.3,23.74,332,0.864
191,6.123,206.3,7,340,0.8921
192,6.123,206.3,8,340,0.8825
193,6.123,206.3,9,340,0.8752
194,6.123,206.3,10,340,0.868
195,6.123,206.3,11,340,0.862
196,6.123,206.3,12,340,0.8574
197,6.123,206.3,13,340,0.8537
198,6.123,206.3,14,340,0.8513
199,6.123,206.3,15,340,0.8496
200,6.123,206.3,16,340,0.8483
201,6.123,206.3,17,340,0.8485
202,6.123,206.3,18,340,0.85
203,6.123,206.3,19,340,0.8521
204,6.123,206.3,20,340,0.8547
205,6.123,206.3,21,340,0.8581
206,6.123,206.3,22,340,0.8625
207,6.123,206.3,23.74,340,0.873
208,5.89,204.4,7,318,0.8707
209,5.89,204.4,8,318,0.8602
210,5.89,204.4,9,318,0.85
211,5.89,204.4,10,318,0.8407
212,5.89,204.4,11,318,0.8333
213,5.89,204.4,12,318,0.8266
214,5.89,204.4,13,318,0.8214
215,5.89,204.4,14,318,0.8183
216,5.89,204.4,15,318,0.816
217,5.89,204.4,16,318,0.8143
218,5.89,204.4,17,318,0.8138
219,5.89,204.4,18,318,0.8151
220,5.89,204.4,19,318,0.8179
221,5.89,204.4,20,318,0.8223
222,5.89,204.4,21,318,0.8275
223,5.89,204.4,22,318,0.8331
224,5.89,204.4,23.32,318,0.8415
225,5.89,204.4,7,328,0.877
226,5.89,204.4,8,328,0.8687
227,5.89,204.4,9,328,0.8605
228,5.89,204.4,10,328,0.853
229,5.89,204.4,11,328,0.8475
230,5.89,204.4,12,328,0.8423
231,5.89,204.4,13,328,0.8382
232,5.89,204.4,14,328,0.8357
233,5.89,204.4,15,328,0.8339
234,5.89,204.4,16,328,0.8322
235,5.89,204.4,17,328,0.8315
236,5.89,204.4,18,328,0.8328
237,5.89,204.4,19,328,0.8353
238,5.89,204.4,20,328,0.8395
239,5.89,204.4,21,328,0.8444
240,5.89,204.4,22,328,0.8497
241,5.89,204.4,23.32,328,0.8576
242,5.89,204.4,7,338.7,0.8896
243,5.89,204.4,8,338.7,0.8837
244,5.89,204.4,9,338.7,0.8775
245,5.89,204.4,10,338.7,0.8717
246,5.89,204.4,11,338.7,0.8673
247,5.89,204.4,12,338.7,0.8627
248,5.89,204.4,13,338.7,0.8591
249,5.89,204.4,14,338.7,0.8569
250,5.89,204.4,15,338.7,0.8554
251,5.89,204.4,16,338.7,0.854
252,5.89,204.4,17,338.7,0.8536
253,5.89,204.4,18,338.7,0.8549
254,5.89,204.4,19,338.7,0.8572
255,5.89,204.4,20,338.7,0.861
256,5.89,204.4,21,338.7,0.8652
257,5.89,204.4,22,338.7,0.8699
258,5.89,204.4,23.32,338.7,0.8768
259,5.118,198.9,8,313,0.8709
260,5.118,198.9,9,313,0.8565
261,5.118,198.9,10,313,0.8453
262,5.118,198.9,11,313,0.8351
263,5.118,198.9,12,313,0.8259
264,5.118,198.9,13,313,0.8182
265,5.118,198.9,14,313,0.8117
266,5.118,198.9,15,313,0.8073
267,5.118,198.9,16,313,0.8045
268,5.118,198.9,17,313,0.8041
269,5.118,198.9,18,313,0.8053
270,5.118,198.9,19,313,0.8075
271,5.118,198.9,20,313,0.8112
272,5.118,198.9,21,313,0.8165
273,5.118,198.9,22,313,0.8226
274,5.118,198.9,23,313,0.8297
275,5.118,198.9,24,313,0.8378
276,5.118,198.9,25,313,0.8467
277,5.118,198.9,26.5,313,0.8616
278,5.118,198.9,8,327,0.8898
279,5.118,198.9,9,327,0.878
280,5.118,198.9,10,327,0.8692
281,5.118,198.9,11,327,0.861
282,5.118,198.9,12,327,0.8536
283,5.118,198.9,13,327,0.8475
284,5.118,198.9,14,327,0.8425
285,5.118,198.9,15,327,0.8394
286,5.118,198.9,16,327,0.8373
287,5.118,198.9,17,327,0.8366
288,5.118,198.9,18,327,0.8372
289,5.118,198.9,19,327,0.8387
290,5.118,198.9,20,327,0.8415
291,5.118,198.9,21,327,0.8458
292,5.118,198.9,22,327,0.8507
293,5.118,198.9,23,327,0.8567
294,5.118,198.9,24,327,0.8637
295,5.118,198.9,25,327,0.8711
296,5.118,198.9,26.5,327,0.8835
297,5.118,198.9,8,341,0.9013
298,5.118,198.9,9,341,0.8918
299,5.118,198.9,10,341,0.8857
300,5.118,198.9,11,341,0.8797
301,5.118,198.9,12,341,0.8745
302,5.118,198.9,13,341,0.8702
303,5.118,198.9,14,341,0.8669
304,5.118,198.9,15,341,0.8647
305,5.118,198.9,16,341,0.8628
306,5.118,198.9,17,341,0.8621
307,5.118,198.9,18,341,0.8628
308,5.118,198.9,19,341,0.8643
309,5.118,198.9,20,341,0.8668
310,5.118,198.9,21,341,0.8706
311,5.118,198.9,22,341,0.8749
312,5.118,198.9,23,341,0.8802
313,5.118,198.9,24,341,0.8864
314,5.118,198.9,25,341,0.8933
315,5.118,198.9,26.5,341,0.9047
316,6.8,207.3,3,313,0.9126
317,6.8,207.3,4,313,0.8982
318,6.8,207.3,5,313,0.8844
319,6.8,207.3,6,313,0.8728
320,6.8,207.3,7,313,0.8607
321,6.8,207.3,8,313,0.8485
322,6.8,207.3,9.24,313,0.8354
323,6.8,207.3,3,323.7,0.9224
324,6.8,207.3,4,323.7,0.9101
325,6.8,207.3,5,323.7,0.8982
326,6.8,207.3,6,323.7,0.8886
327,6.8,207.3,7,323.7,0.8783
328,6.8,207.3,8,323.7,0.8678
329,6.8,207.3,9.24,323.7,0.8561
330,6.8,207.3,3,333,0.9267
331,6.8,207.3,4,333,0.9154
332,6.8,207.3,5,333,0.9048
333,6.8,207.3,6,333,0.8958
334,6.8,207.3,7,333,0.8866
335,6.8,207.3,8,333,0.8774
336,6.8,207.3,9.24,333,0.8667
337,6.464,208.1,6,323,0.8709
338,6.464,208.1,7,323,0.8617
339,6.464,208.1,8,323,0.8515
340,6.464,208.1,9,323,0.8412
341,6.464,208.1,10,323,0.8332
342,6.464,208.1,11,323,0.8261
343,6.464,208.1,12,323,0.8202
344,6.464,208.1,13,323,0.8152
345,6.464,208.1,14,323,0.811
346,6.464,208.1,15,323,0.8082
347,6.464,208.1,16,323,0.8068
348,6.464,208.1,17,323,0.8073
349,6.464,208.1,18,323,0.8091
350,6.464,208.1,19.1,323,0.811
351,6.464,208.1,6,333,0.8866
352,6.464,208.1,7,333,0.8794
353,6.464,208.1,8,333,0.8714
354,6.464,208.1,9,333,0.8626
355,6.464,208.1,10,333,0.8555
356,6.464,208.1,11,333,0.8489
357,6.464,208.1,12,333,0.8434
358,6.464,208.1,13,333,0.8384
359,6.464,208.1,14,333,0.8343
360,6.464,208.1,15,333,0.8315
361,6.464,208.1,16,333,0.8301
362,6.464,208.1,17,333,0.8306
363,6.464,208.1,18,333,0.8325
364,6.464,208.1,19.1,333,0.8345
365,6.464,208.1,6,344.6,0.8983
366,6.464,208.1,7,344.6,0.8927
367,6.464,208.1,8,344.6,0.8862
368,6.464,208.1,9,344.6,0.8789
369,6.464,208.1,10,344.6,0.8731
370,6.464,208.1,11,344.6,0.8676
371,6.464,208.1,12,344.6,0.8635
372,6.464,208.1,13,344.6,0.8597
373,6.464,208.1,14,344.6,0.8564
374,6.464,208.1,15,344.6,0.8546
375,6.464,208.1,16,344.6,0.8536
376,6.464,208.1,17,344.6,0.8545
377,6.464,208.1,18,344.6,0.8561
378,6.464,208.1,19.1,344.6,0.8573
379,6.046,205.2,6,323,0.9123
380,6.046,205.2,7,323,0.9022
381,6.046,205.2,8,323,0.8912
382,6.046,205.2,9,323,0.8795
383,6.046,205.2,10,323,0.8691
384,6.046,205.2,11,323,0.8607
385,6.046,205.2,12,323,0.8531
386,6.046,205.2,13,323,0.8471
387,6.046,205.2,14,323,0.8427
388,6.046,205.2,15,323,0.8391
389,6.046,205.2,16,323,0.8367
390,6.046,205.2,17,323,0.8362
391,6.046,205.2,18,323,0.8378
392,6.046,205.2,19,323,0.8412
393,6.046,205.2,20.22,323,0.846
394,6.046,205.2,6,331,0.9186
395,6.046,205.2,7,331,0.9102
396,6.046,205.2,8,331,0.9009
397,6.046,205.2,9,331,0.891
398,6.046,205.2,10,331,0.882
399,6.046,205.2,11,331,0.8749
400,6.046,205.2,12,331,0.8684
401,6.046,205.2,13,331,0.863
402,6.046,205.2,14,331,0.859
403,6.046,205.2,15,331,0.8556
404,6.046,205.2,16,331,0.8533
405,6.046,205.2,17,331,0.8528
406,6.046,205.2,18,331,0.854
407,6.046,205.2,19,331,0.8567
408,6.046,205.2,20.22,331,0.8602
409,6.046,205.2,6,341,0.923
410,6.046,205.2,7,341,0.9163
411,6.046,205.2,8,341,0.9088
412,6.046,205.2,9,341,0.9009
413,6.046,205.2,10,341,0.8939
414,6.046,205.2,11,341,0.8885
415,6.046,205.2,12,341,0.8837
416,6.046,205.2,13,341,0.8798
417,6.046,205.2,14,341,0.8772
418,6.046,205.2,15,341,0.8751
419,6.046,205.2,16,341,0.8733
420,6.046,205.2,17,341,0.8726
421,6.046,205.2,18,341,0.8736
422,6.046,205.2,19,341,0.8758
423,6.046,205.2,20.22,341,0.8785
424,6,205,6,297.6,0.8727
425,6,205,7,297.6,0.8582
426,6,205,8,297.6,0.8441
427,6,205,9,297.6,0.8311
428,6,205,10,297.6,0.819
429,6,205,11,297.6,0.8075
430,6,205,12,297.6,0.797
431,6,205,13,297.6,0.7889
432,6,205,14,297.6,0.7832
433,6,205,15,297.6,0.7791
434,6,205,16,297.6,0.7762
435,6,205,17,297.6,0.7744
436,6,205,18,297.6,0.7744
437,6,205,19.12,297.6,0.7769
438,6,205,6,318,0.915
439,6,205,7,318,0.904
440,6,205,8,318,0.8942
441,6,205,9,318,0.885
442,6,205,10,318,0.876
443,6,205,11,318,0.8677
444,6,205,12,318,0.8606
445,6,205,13,318,0.8544
446,6,205,14,318,0.8491
447,6,205,15,318,0.8452
448,6,205,16,318,0.8422
449,6,205,17,318,0.8402
450,6,205,18,318,0.8395
451,6,205,19.12,318,0.8414
452,6,205,6,339,0.9399
453,6,205,7,339,0.9317
454,6,205,8,339,0.9253
455,6,205,9,339,0.9181
456,6,205,10,339,0.9109
457,6,205,11,339,0.9051
458,6,205,12,339,0.8998
459,6,205,13,339,0.8952
460,6,205,14,339,0.8914
461,6,205,15,339,0.8882
462,6,205,16,339,0.8855
463,6,205,17,339,0.8838
464,6,205,18,339,0.8826
465,6,205,19.12,339,0.8832
466,5.147,199.6,8,323,0.8465
467,5.147,199.6,9,323,0.8381
468,5.147,199.6,10,323,0.8297
469,5.147,199.6,11,323,0.8222
470,5.147,199.6,12,323,0.8154
471,5.147,199.6,13,323,0.8101
472,5.147,199.6,14,323,0.806
473,5.147,199.6,15,323,0.8037
474,5.147,199.6,16,323,0.8029
475,5.147,199.6,17,323,0.8028
476,5.147,199.6,18,323,0.8044
477,5.147,199.6,19,323,0.8066
478,5.147,199.6,20,323,0.8104
479,5.147,199.6,21,323,0.8152
480,5.147,199.6,22,323,0.8206
481,5.147,199.6,23,323,0.8272
482,5.147,199.6,24,323,0.835
483,5.147,199.6,25,323,0.8439
484,5.147,199.6,25.9,323,0.8534
485,5.147,199.6,8,333,0.862
486,5.147,199.6,9,333,0.8554
487,5.147,199.6,10,333,0.8488
488,5.147,199.6,11,333,0.843
489,5.147,199.6,12,333,0.8376
490,5.147,199.6,13,333,0.833
491,5.147,199.6,14,333,0.8293
492,5.147,199.6,15,333,0.8273
493,5.147,199.6,16,333,0.8266
494,5.147,199.6,17,333,0.8263
495,5.147,199.6,18,333,0.8275
496,5.147,199.6,19,333,0.8291
497,5.147,199.6,20,333,0.8322
498,5.147,199.6,21,333,0.8359
499,5.147,199.6,22,333,0.8403
500,5.147,199.6,23,333,0.8461
501,5.147,199.6,24,333,0.8528
502,5.147,199.6,25,333,0.8603
503,5.147,199.6,25.9,333,0.8686
504,5.147,199.6,8,342.6,0.8747
505,5.147,199.6,9,342.6,0.8694
506,5.147,199.6,10,342.6,0.8638
507,5.147,199.6,11,342.6,0.859
508,5.147,199.6,12,342.6,0.8545
509,5.147,199.6,13,342.6,0.8507
510,5.147,199.6,14,342.6,0.8474
511,5.147,199.6,15,342.6,0.8457
512,5.147,199.6,16,342.6,0.845
513,5.147,199.6,17,342.6,0.8446
514,5.147,199.6,18,342.6,0.8457
515,5.147,199.6,19,342.6,0.8472
516,5.147,199.6,20,342.6,0.8502
517,5.147,199.6,21,342.6,0.8537
518,5.147,199.6,22,342.6,0.8578
519,5.147,199.6,23,342.6,0.8636
520,5.147,199.6,24,342.6,0.8703
521,5.147,199.6,25,342.6,0.8777
522,5.147,199.6,25.9,342.6,0.886
523,5.541,202.3,6,298,0.8496
524,5.541,202.3,7,298,0.8326
525,5.541,202.3,8,298,0.8162
526,5.541,202.3,9,298,0.8017
527,5.541,202.3,10,298,0.7893
528,5.541,202.3,11,298,0.7781
529,5.541,202.3,12,298,0.7697
530,5.541,202.3,13,298,0.7635
531,5.541,202.3,14,298,0.7583
532,5.541,202.3,15,298,0.7535
533,5.541,202.3,16,298,0.7497
534,5.541,202.3,17,298,0.748
535,5.541,202.3,17.782,298,0.7473
536,5.541,202.3,6,318,0.8761
537,5.541,202.3,7,318,0.8629
538,5.541,202.3,8,318,0.8499
539,5.541,202.3,9,318,0.8385
540,5.541,202.3,10,318,0.829
541,5.541,202.3,11,318,0.82
542,5.541,202.3,12,318,0.8125
543,5.541,202.3,13,318,0.8071
544,5.541,202.3,14,318,0.8028
545,5.541,202.3,15,318,0.7986
546,5.541,202.3,16,318,0.7955
547,5.541,202.3,17,318,0.7942
548,5.541,202.3,17.782,318,0.7938
549,5.541,202.3,6,338.7,0.9012
550,5.541,202.3,7,338.7,0.8907
551,5.541,202.3,8,338.7,0.8798
552,5.541,202.3,9,338.7,0.871
553,5.541,202.3,10,338.7,0.8639
554,5.541,202.3,11,338.7,0.8571
555,5.541,202.3,12,338.7,0.8508
556,5.541,202.3,13,338.7,0.8458
557,5.541,202.3,14,338.7,0.8419
558,5.541,202.3,15,338.7,0.8385
559,5.541,202.3,16,338.7,0.8359
560,5.541,202.3,17,338.7,0.8349
561,5.541,202.3,17.782,338.7,0.8352
562,4.984,198.2,7,294.5,0.8078
563,4.984,198.2,8,294.5,0.7938
564,4.984,198.2,9,294.5,0.7792
565,4.984,198.2,10,294.5,0.767
566,4.984,198.2,11,294.5,0.7569
567,4.984,198.2,12,294.5,0.7493
568,4.984,198.2,13,294.5,0.7439
569,4.984,198.2,14,294.5,0.7403
570,4.984,198.2,15,294.5,0.738
571,4.984,198.2,16,294.5,0.7374
572,4.984,198.2,17,294.5,0.739
573,4.984,198.2,18,294.5,0.7425
574,4.984,198.2,19,294.5,0.7472
575,4.984,198.2,20,294.5,0.7534
576,4.984,198.2,21,294.5,0.7607
577,4.984,198.2,22,294.5,0.7693
578,4.984,198.2,23,294.5,0.779
579,4.984,198.2,24,294.5,0.7897
580,4.984,198.2,25,294.5,0.8004
581,4.984,198.2,26.186,294.5,0.8142
582,4.984,198.2,7,318,0.844
583,4.984,198.2,8,318,0.8355
584,4.984,198.2,9,318,0.826
585,4.984,198.2,10,318,0.8178
586,4.984,198.2,11,318,0.8104
587,4.984,198.2,12,318,0.8045
588,4.984,198.2,13,318,0.8001
589,4.984,198.2,14,318,0.7971
590,4.984,198.2,15,318,0.7951
591,4.984,198.2,16,318,0.7945
592,4.984,198.2,17,318,0.7956
593,4.984,198.2,18,318,0.7975
594,4.984,198.2,19,318,0.8008
595,4.984,198.2,20,318,0.8052
596,4.984,198.2,21,318,0.8102
597,4.984,198.2,22,318,0.8163
598,4.984,198.2,23,318,0.8232
599,4.984,198.2,24,318,0.831
600,4.984,198.2,25,318,0.8388
601,4.984,198.2,26.186,318,0.8495
602,4.984,198.2,7,342.1,0.8759
603,4.984,198.2,8,342.1,0.8706
604,4.984,198.2,9,342.1,0.8646
605,4.984,198.2,10,342.1,0.8594
606,4.984,198.2,11,342.1,0.8547
607,4.984,198.2,12,342.1,0.851
608,4.984,198.2,13,342.1,0.848
609,4.984,198.2,14,342.1,0.8463
610,4.984,198.2,15,342.1,0.8453
611,4.984,198.2,16,342.1,0.8448
612,4.984,198.2,17,342.1,0.8454
613,4.984,198.2,18,342.1,0.8466
614,4.984,198.2,19,342.1,0.8484
615,4.984,198.2,20,342.1,0.8516
616,4.984,198.2,21,342.1,0.8551
617,4.984,198.2,22,342.1,0.8601
618,4.984,198.2,23,342.1,0.8657
619,4.984,198.2,24,342.1,0.8717
620,4.984,198.2,25,342.1,0.8777
621,4.984,198.2,26.186,342.1,0.886
622,3.944,192.8,6,343.5,0.9305
623,3.944,192.8,6.6,343.5,0.9254
624,3.944,192.8,8,343.5,0.913
625,3.944,192.8,9,343.5,0.9041
626,3.944,192.8,10,343.5,0.8963
627,3.944,192.8,11,343.5,0.889
628,3.944,192.8,12,343.5,0.8832
629,3.944,192.8,13,343.5,0.8779
630,3.944,192.8,14,343.5,0.8739
631,3.944,192.8,15,343.5,0.8704
632,3.944,192.8,16,343.5,0.8682
633,3.944,192.8,17,343.5,0.8664
634,3.944,192.8,18,343.5,0.865
635,3.944,192.8,19,343.5,0.8647
636,3.944,192.8,20,343.5,0.8654
637,3.944,192.8,21,343.5,0.8667
638,3.944,192.8,22,343.5,0.8685
639,3.944,192.8,23,343.5,0.8721
640,3.944,192.8,24.82,343.5,0.8797
641,3.944,192.8,6,333,0.9219
642,3.944,192.8,7,333,0.9121
643,3.944,192.8,8,333,0.9026
644,3.944,192.8,9.5,333,0.8884
645,3.944,192.8,10,333,0.8841
646,3.944,192.8,11,333,0.8756
647,3.944,192.8,12,333,0.8685
648,3.944,192.8,13,333,0.8631
649,3.944,192.8,14,333,0.8584
650,3.944,192.8,15,333,0.8552
651,3.944,192.8,16,333,0.853
652,3.944,192.8,17,333,0.851
653,3.944,192.8,18,333,0.8498
654,3.944,192.8,19,333,0.8491
655,3.944,192.8,20,333,0.8489
656,3.944,192.8,21,333,0.8505
657,3.944,192.8,22,333,0.8533
658,3.944,192.8,23,333,0.8567
659,3.944,192.8,24.82,333,0.8646
660,3.944,192.8,6,325,0.9082
661,3.944,192.8,7,325,0.8989
662,3.944,192.8,8,325,0.8894
663,3.944,192.8,9,325,0.8798
664,3.944,192.8,10,325,0.8713
665,3.944,192.8,11,325,0.8625
666,3.944,192.8,12,325,0.8542
667,3.944,192.8,13,325,0.8475
668,3.944,192.8,14,325,0.8415
669,3.944,192.8,15,325,0.8368
670,3.944,192.8,16,325,0.8335
671,3.944,192.8,17,325,0.8309
672,3.944,192.8,18,325,0.8286
673,3.944,192.8,19,325,0.8285
674,3.944,192.8,20,325,0.8305
675,3.944,192.8,21,325,0.8337
676,3.944,192.8,22,325,0.8371
677,3.944,192.8,23,325,0.8414
678,3.944,192.8,24.82,325,0.8513
679,5.052,197.4,7,341.9,0.8791
680,5.052,197.4,8,341.9,0.8716
681,5.052,197.4,9,341.9,0.8645
682,5.052,197.4,10,341.9,0.8588
683,5.052,197.4,11,341.9,0.8538
684,5.052,197.4,12,341.9,0.8496
685,5.052,197.4,13.2,341.9,0.8454
686,5.052,197.4,14,341.9,0.8433
687,5.052,197.4,15,341.9,0.8414
688,5.052,197.4,16,341.9,0.8409
689,5.052,197.4,17,341.9,0.8411
690,5.052,197.4,18,341.9,0.8417
691,5.052,197.4,19,341.9,0.8431
692,5.052,197.4,20,341.9,0.8456
693,5.052,197.4,21.4,341.9,0.8503
694,5.052,197.4,7,332,0.8675
695,5.052,197.4,8,332,0.8583
696,5.052,197.4,9,332,0.8499
697,5.052,197.4,10,332,0.8422
698,5.052,197.4,11,332,0.8366
699,5.052,197.4,12,332,0.832
700,5.052,197.4,13,332,0.8287
701,5.052,197.4,14.1,332,0.8252
702,5.052,197.4,15,332,0.8233
703,5.052,197.4,16,332,0.8223
704,5.052,197.4,17,332,0.8223
705,5.052,197.4,18,332,0.823
706,5.052,197.4,19,332,0.8247
707,5.052,197.4,20,332,0.828
708,5.052,197.4,21.4,332,0.8341
709,5.052,197.4,7,352,0.8888
710,5.052,197.4,8,352,0.8819
711,5.052,197.4,9,352,0.8764
712,5.052,197.4,10,352,0.8721
713,5.052,197.4,11,352,0.8682
714,5.052,197.4,12.3,352,0.8642
715,5.052,197.4,13,352,0.8625
716,5.052,197.4,14,352,0.8608
717,5.052,197.4,15,352,0.8596
718,5.052,197.4,16,352,0.8592
719,5.052,197.4,17,352,0.8595
720,5.052,197.4,18,352,0.8603
721,5.052,197.4,19,352,0.8616
722,5.052,197.4,20,352,0.8632
